Identifier,BPAF-CC-A
ENSDARG00000079219,8
ENSDARG00000105317,0
ENSDARG00000103915,7
ENSDARG00000077608,8
ENSDARG00000103129,16
ENSDARG00000099921,2
ENSDARG00000101877,14
ENSDARG00000103566,32
ENSDARG00000098635,17
ENSDARG00000105331,0
ENSDARG00000100528,0
ENSDARG00000100011,7
ENSDARG00000085375,0
ENSDARG00000102430,2
ENSDARG00000102978,28
ENSDARG00000115271,1276
ENSDARG00000099755,0
ENSDARG00000099397,0
ENSDARG00000101465,0
ENSDARG00000103158,3
ENSDARG00000098666,3
ENSDARG00000103266,3
ENSDARG00000102977,11
ENSDARG00000101343,0
ENSDARG00000099106,1
ENSDARG00000102245,0
ENSDARG00000104470,9
ENSDARG00000099600,0
ENSDARG00000101146,1
ENSDARG00000101050,1
ENSDARG00000004875,5
ENSDARG00000105497,0
ENSDARG00000117145,3
ENSDARG00000105321,2
ENSDARG00000098639,9
ENSDARG00000100097,3
ENSDARG00000101309,4
ENSDARG00000098118,6
ENSDARG00000098574,36
ENSDARG00000098082,0
ENSDARG00000103831,12
ENSDARG00000100021,5
ENSDARG00000042458,5
ENSDARG00000100503,8
ENSDARG00000105394,2
ENSDARG00000115501,0
ENSDARG00000030583,7
ENSDARG00000021557,3
ENSDARG00000078835,4
ENSDARG00000096602,1
ENSDARG00000112433,0
ENSDARG00000103383,0
ENSDARG00000116210,0
ENSDARG00000076357,2
ENSDARG00000077177,0
ENSDARG00000026090,1
ENSDARG00000113674,0
ENSDARG00000045269,0
ENSDARG00000111827,2
ENSDARG00000045265,0
ENSDARG00000096727,0
ENSDARG00000059903,0
ENSDARG00000071877,6
ENSDARG00000102081,11
ENSDARG00000090142,0
ENSDARG00000099069,0
ENSDARG00000096562,2
ENSDARG00000096669,0
ENSDARG00000033170,3
ENSDARG00000096522,0
ENSDARG00000103785,7
ENSDARG00000079791,0
ENSDARG00000096662,1
ENSDARG00000059139,0
ENSDARG00000021372,79
ENSDARG00000078142,0
ENSDARG00000089888,0
ENSDARG00000037361,14
ENSDARG00000060001,1
ENSDARG00000037359,0
ENSDARG00000037358,9
ENSDARG00000105301,0
ENSDARG00000102861,0
ENSDARG00000104259,0
ENSDARG00000103614,0
ENSDARG00000109596,2
ENSDARG00000112861,0
ENSDARG00000115153,0
ENSDARG00000019274,6
ENSDARG00000096631,12
ENSDARG00000008623,3
ENSDARG00000040407,17
ENSDARG00000116800,0
ENSDARG00000059090,0
ENSDARG00000098194,2
ENSDARG00000102875,0
ENSDARG00000003293,7
ENSDARG00000111342,0
ENSDARG00000053186,0
ENSDARG00000076236,0
ENSDARG00000096550,0
ENSDARG00000076434,1
ENSDARG00000009870,2
ENSDARG00000074119,0
ENSDARG00000096784,0
ENSDARG00000096691,0
ENSDARG00000073891,0
ENSDARG00000059173,0
ENSDARG00000096519,1
ENSDARG00000059163,93
ENSDARG00000063612,21
ENSDARG00000079623,3
ENSDARG00000079067,0
ENSDARG00000015989,3
ENSDARG00000101755,7
ENSDARG00000079486,0
ENSDARG00000096532,0
ENSDARG00000014005,2
ENSDARG00000020795,30
ENSDARG00000079271,2
ENSDARG00000019746,0
ENSDARG00000074156,2
ENSDARG00000035809,345
ENSDARG00000099525,0
ENSDARG00000103543,657
ENSDARG00000114508,4
ENSDARG00000109510,44
ENSDARG00000020371,0
ENSDARG00000107441,1
ENSDARG00000100585,11
ENSDARG00000111945,0
ENSDARG00000059079,5
ENSDARG00000076966,5
ENSDARG00000074564,0
ENSDARG00000063555,2
ENSDARG00000100620,1
ENSDARG00000002576,3
ENSDARG00000045249,0
ENSDARG00000006944,0
ENSDARG00000011785,0
ENSDARG00000021154,6
ENSDARG00000016443,63
ENSDARG00000076439,8
ENSDARG00000090767,1
ENSDARG00000087857,7
ENSDARG00000059026,1
ENSDARG00000034470,126
ENSDARG00000002956,0
ENSDARG00000096587,0
ENSDARG00000063444,0
ENSDARG00000090630,0
ENSDARG00000071841,0
ENSDARG00000086183,0
ENSDARG00000023110,6
ENSDARG00000040513,6
ENSDARG00000010556,0
ENSDARG00000113717,0
ENSDARG00000040510,0
ENSDARG00000074666,0
ENSDARG00000015654,3
ENSDARG00000002259,1
ENSDARG00000087756,0
ENSDARG00000045947,49
ENSDARG00000063347,0
ENSDARG00000109442,0
ENSDARG00000063435,3
ENSDARG00000107175,0
ENSDARG00000058631,4
ENSDARG00000016923,0
ENSDARG00000076251,0
ENSDARG00000074229,29
ENSDARG00000077124,0
ENSDARG00000096616,93
ENSDARG00000090895,13
ENSDARG00000089314,2
ENSDARG00000075022,0
ENSDARG00000099712,6
ENSDARG00000099218,0
ENSDARG00000098738,0
ENSDARG00000104691,0
ENSDARG00000100678,0
ENSDARG00000099954,5
ENSDARG00000104255,1
ENSDARG00000102624,2
ENSDARG00000114453,0
ENSDARG00000113231,0
ENSDARG00000104662,0
ENSDARG00000100745,0
ENSDARG00000103588,7
ENSDARG00000106559,0
ENSDARG00000102349,3
ENSDARG00000101199,430
ENSDARG00000100397,89
ENSDARG00000102615,5
ENSDARG00000058421,0
ENSDARG00000063268,0
ENSDARG00000087921,2
ENSDARG00000002487,6
ENSDARG00000073771,3
ENSDARG00000040765,0
ENSDARG00000063283,0
ENSDARG00000079166,8
ENSDARG00000012824,0
ENSDARG00000014626,6
ENSDARG00000071560,0
ENSDARG00000112024,0
ENSDARG00000096779,0
ENSDARG00000096645,4
ENSDARG00000031770,7
ENSDARG00000079462,4
ENSDARG00000031616,1
ENSDARG00000013721,16
ENSDARG00000015747,4
ENSDARG00000029621,2
ENSDARG00000012829,1
ENSDARG00000096533,12
ENSDARG00000002968,1
ENSDARG00000031702,9
ENSDARG00000096552,0
ENSDARG00000096542,0
ENSDARG00000045219,1
ENSDARG00000071772,2
ENSDARG00000008127,1
ENSDARG00000115615,0
ENSDARG00000096624,0
ENSDARG00000029291,13
ENSDARG00000038576,37
ENSDARG00000063145,13
ENSDARG00000042054,9
ENSDARG00000070497,0
ENSDARG00000113689,0
ENSDARG00000070498,14
ENSDARG00000098098,0
ENSDARG00000083918,0
ENSDARG00000104687,5
ENSDARG00000017595,9
ENSDARG00000110151,1
ENSDARG00000111362,0
ENSDARG00000114499,0
ENSDARG00000077582,5
ENSDARG00000103436,30
ENSDARG00000079468,0
ENSDARG00000014682,0
ENSDARG00000086310,0
ENSDARG00000037196,5
ENSDARG00000100928,0
ENSDARG00000042827,1
ENSDARG00000042826,4
ENSDARG00000116094,0
ENSDARG00000023591,4
ENSDARG00000079939,48
ENSDARG00000004160,9
ENSDARG00000109216,0
ENSDARG00000033999,2
ENSDARG00000020521,17
ENSDARG00000057644,1
ENSDARG00000084856,0
ENSDARG00000013079,7
ENSDARG00000071745,0
ENSDARG00000018418,0
ENSDARG00000062943,5
ENSDARG00000010296,0
ENSDARG00000102784,0
ENSDARG00000026294,5
ENSDARG00000057531,0
ENSDARG00000099986,0
ENSDARG00000031293,9
ENSDARG00000071733,2
ENSDARG00000057417,0
ENSDARG00000033537,2
ENSDARG00000057429,0
ENSDARG00000099742,9
ENSDARG00000082100,0
ENSDARG00000104366,0
ENSDARG00000071709,5
ENSDARG00000005382,5
ENSDARG00000002546,10
ENSDARG00000079252,0
ENSDARG00000056108,29
ENSDARG00000089223,3
ENSDARG00000024560,6
ENSDARG00000096679,0
ENSDARG00000079131,0
ENSDARG00000088877,0
ENSDARG00000015315,18
ENSDARG00000096505,0
ENSDARG00000010957,15
ENSDARG00000108057,0
ENSDARG00000035832,0
ENSDARG00000057321,2
ENSDARG00000071694,0
ENSDARG00000091150,30
ENSDARG00000035835,20
ENSDARG00000035837,2
ENSDARG00000071691,62
ENSDARG00000023299,15
ENSDARG00000062817,1
ENSDARG00000074849,21
ENSDARG00000077178,0
ENSDARG00000006112,5
ENSDARG00000079371,0
ENSDARG00000102211,0
ENSDARG00000099431,0
ENSDARG00000101171,1
ENSDARG00000024488,18
ENSDARG00000056783,9
ENSDARG00000020041,3
ENSDARG00000095891,0
ENSDARG00000024398,12
ENSDARG00000057138,1
ENSDARG00000089828,3
ENSDARG00000014907,5
ENSDARG00000094504,0
ENSDARG00000027710,0
ENSDARG00000080203,0
ENSDARG00000029768,7
ENSDARG00000039602,1
ENSDARG00000044161,2
ENSDARG00000106234,0
ENSDARG00000107646,0
ENSDARG00000091535,4
ENSDARG00000089567,0
ENSDARG00000055527,22
ENSDARG00000096664,0
ENSDARG00000074160,0
ENSDARG00000055477,5
ENSDARG00000071566,9
ENSDARG00000035458,395
ENSDARG00000016457,6
ENSDARG00000034633,14
ENSDARG00000033144,2
ENSDARG00000071573,19
ENSDARG00000055563,6
ENSDARG00000061990,3
ENSDARG00000083693,0
ENSDARG00000055569,2
ENSDARG00000101547,0
ENSDARG00000055588,2
ENSDARG00000045123,4
ENSDARG00000081749,0
ENSDARG00000055630,0
ENSDARG00000117305,0
ENSDARG00000076980,0
ENSDARG00000079204,0
ENSDARG00000086550,0
ENSDARG00000045129,3
ENSDARG00000045130,6
ENSDARG00000055652,2
ENSDARG00000055642,2
ENSDARG00000096628,0
ENSDARG00000087226,3
ENSDARG00000055538,7
ENSDARG00000055679,1
ENSDARG00000112601,0
ENSDARG00000079128,7
ENSDARG00000016854,4
ENSDARG00000074730,2
ENSDARG00000002589,711
ENSDARG00000116039,0
ENSDARG00000040712,3
ENSDARG00000006811,10
ENSDARG00000075340,7
ENSDARG00000078417,0
ENSDARG00000085337,0
ENSDARG00000026840,3
ENSDARG00000036482,14
ENSDARG00000027070,0
ENSDARG00000079572,0
ENSDARG00000057206,1
ENSDARG00000102056,13
ENSDARG00000062672,1
ENSDARG00000035910,3
ENSDARG00000079647,7
ENSDARG00000007906,5
ENSDARG00000062667,0
ENSDARG00000014554,6
ENSDARG00000061194,1
ENSDARG00000052388,2
ENSDARG00000076192,16
ENSDARG00000027428,1
ENSDARG00000040110,1
ENSDARG00000109190,0
ENSDARG00000099854,1
ENSDARG00000100833,0
ENSDARG00000112559,0
ENSDARG00000095254,0
ENSDARG00000111594,0
ENSDARG00000039173,0
ENSDARG00000089806,0
ENSDARG00000114320,0
ENSDARG00000074306,0
ENSDARG00000087651,1
ENSDARG00000075527,0
ENSDARG00000095744,0
ENSDARG00000095072,0
ENSDARG00000114491,0
ENSDARG00000089750,0
ENSDARG00000094559,0
ENSDARG00000079376,0
ENSDARG00000010098,20
ENSDARG00000083423,0
ENSDARG00000089885,3
ENSDARG00000090977,0
ENSDARG00000090537,0
ENSDARG00000007467,0
ENSDARG00000008098,0
ENSDARG00000045190,1
ENSDARG00000045180,45
ENSDARG00000003085,0
ENSDARG00000002298,1
ENSDARG00000018529,20
ENSDARG00000012453,3
ENSDARG00000084018,0
ENSDARG00000056623,30
ENSDARG00000056609,0
ENSDARG00000056600,5
ENSDARG00000045172,0
ENSDARG00000007807,3
ENSDARG00000077300,3
ENSDARG00000093182,1
ENSDARG00000075672,0
ENSDARG00000051891,0
ENSDARG00000045167,4
ENSDARG00000056559,10
ENSDARG00000071601,21
ENSDARG00000111911,0
ENSDARG00000022817,10
ENSDARG00000083874,0
ENSDARG00000002768,5591
ENSDARG00000096518,0
ENSDARG00000080195,0
ENSDARG00000045166,0
ENSDARG00000062515,3
ENSDARG00000029305,7
ENSDARG00000103789,2
ENSDARG00000045164,0
ENSDARG00000100623,9
ENSDARG00000108253,0
ENSDARG00000090338,0
ENSDARG00000086055,0
ENSDARG00000009217,4
ENSDARG00000056270,10
ENSDARG00000056374,0
ENSDARG00000075046,1
ENSDARG00000078132,0
ENSDARG00000062446,0
ENSDARG00000062442,7
ENSDARG00000045160,0
ENSDARG00000003167,7
ENSDARG00000056247,2
ENSDARG00000114422,0
ENSDARG00000029695,5
ENSDARG00000045159,1
ENSDARG00000095603,0
ENSDARG00000114916,0
ENSDARG00000045157,0
ENSDARG00000045156,8
ENSDARG00000076229,12
ENSDARG00000108358,0
ENSDARG00000088204,0
ENSDARG00000089529,2
ENSDARG00000071551,3
ENSDARG00000071548,2
ENSDARG00000087181,1
ENSDARG00000100666,18
ENSDARG00000056079,11
ENSDARG00000075903,2
ENSDARG00000056059,6
ENSDARG00000076015,0
ENSDARG00000056050,4
ENSDARG00000056045,2
ENSDARG00000041323,16
ENSDARG00000007294,54
ENSDARG00000045155,10
ENSDARG00000039117,38
ENSDARG00000055930,4
ENSDARG00000077409,5
ENSDARG00000045153,2
ENSDARG00000092546,11
ENSDARG00000078119,0
ENSDARG00000079549,0
ENSDARG00000077900,0
ENSDARG00000074161,31
ENSDARG00000045150,8
ENSDARG00000045147,15
ENSDARG00000028957,2
ENSDARG00000045146,12
ENSDARG00000055883,0
ENSDARG00000031048,9
ENSDARG00000055868,42
ENSDARG00000084034,0
ENSDARG00000084670,0
ENSDARG00000096722,0
ENSDARG00000077317,1
ENSDARG00000045145,4
ENSDARG00000031968,1
ENSDARG00000014161,3
ENSDARG00000088307,4
ENSDARG00000002362,10
ENSDARG00000100072,9
ENSDARG00000088290,1
ENSDARG00000082857,0
ENSDARG00000017367,0
ENSDARG00000045144,1
ENSDARG00000038147,0
ENSDARG00000045142,0
ENSDARG00000045143,30
ENSDARG00000071592,4
ENSDARG00000045141,21
ENSDARG00000045140,6
ENSDARG00000020488,1
ENSDARG00000096700,0
ENSDARG00000106858,0
ENSDARG00000089747,0
ENSDARG00000073765,0
ENSDARG00000089248,0
ENSDARG00000104629,4
ENSDARG00000101715,0
ENSDARG00000052522,6
ENSDARG00000062902,8
ENSDARG00000052518,6
ENSDARG00000052515,6
ENSDARG00000058076,5
ENSDARG00000071306,0
ENSDARG00000095300,7
ENSDARG00000043814,0
ENSDARG00000043816,0
ENSDARG00000043818,2
ENSDARG00000043820,60
ENSDARG00000096799,0
ENSDARG00000052644,12
ENSDARG00000113809,0
ENSDARG00000112562,0
ENSDARG00000076913,2
ENSDARG00000032985,12
ENSDARG00000033029,5
ENSDARG00000109266,0
ENSDARG00000052654,2
ENSDARG00000096693,0
ENSDARG00000025555,1
ENSDARG00000038990,1
ENSDARG00000038991,2
ENSDARG00000061844,5
ENSDARG00000061864,4
ENSDARG00000078127,2
ENSDARG00000019492,8
ENSDARG00000105255,18
ENSDARG00000099966,33
ENSDARG00000099672,5
ENSDARG00000085774,0
ENSDARG00000096739,3
ENSDARG00000103235,4
ENSDARG00000104531,0
ENSDARG00000096804,2
ENSDARG00000088639,0
ENSDARG00000055223,5
ENSDARG00000055284,8
ENSDARG00000055291,22
ENSDARG00000075450,2
ENSDARG00000055128,1
ENSDARG00000114430,0
ENSDARG00000102470,5
ENSDARG00000012577,11
ENSDARG00000055381,5
ENSDARG00000092599,0
ENSDARG00000084166,0
ENSDARG00000061710,0
ENSDARG00000076155,2
ENSDARG00000089871,29
ENSDARG00000055075,21
ENSDARG00000113701,0
ENSDARG00000018742,13
ENSDARG00000055078,3
ENSDARG00000005246,0
ENSDARG00000106195,0
ENSDARG00000061647,85
ENSDARG00000112816,0
ENSDARG00000110097,0
ENSDARG00000071494,0
ENSDARG00000045105,8
ENSDARG00000061631,18
ENSDARG00000018022,1
ENSDARG00000015050,272
ENSDARG00000100717,4
ENSDARG00000117590,2
ENSDARG00000099101,11
ENSDARG00000102511,3
ENSDARG00000032780,2
ENSDARG00000025953,12
ENSDARG00000054907,25
ENSDARG00000096795,0
ENSDARG00000061622,0
ENSDARG00000054903,3
ENSDARG00000087084,0
ENSDARG00000096769,0
ENSDARG00000021806,25
ENSDARG00000011496,14
ENSDARG00000054879,10
ENSDARG00000054878,1
ENSDARG00000003008,18
ENSDARG00000106318,0
ENSDARG00000008697,32
ENSDARG00000101074,77
ENSDARG00000096712,19
ENSDARG00000109715,44
ENSDARG00000073711,0
ENSDARG00000105045,3
ENSDARG00000099974,81
ENSDARG00000053929,0
ENSDARG00000115104,0
ENSDARG00000117278,0
ENSDARG00000077749,2
ENSDARG00000071445,95
ENSDARG00000078696,6
ENSDARG00000045070,0
ENSDARG00000010953,7
ENSDARG00000096808,3
ENSDARG00000061197,1
ENSDARG00000061201,10
ENSDARG00000045071,4
ENSDARG00000079457,0
ENSDARG00000033446,0
ENSDARG00000030472,0
ENSDARG00000025875,14
ENSDARG00000096782,0
ENSDARG00000061216,2
ENSDARG00000026482,13
ENSDARG00000013207,13
ENSDARG00000061311,2
ENSDARG00000096707,0
ENSDARG00000090223,6
ENSDARG00000053979,24
ENSDARG00000074688,9
ENSDARG00000005236,20
ENSDARG00000054023,1
ENSDARG00000054025,0
ENSDARG00000096750,1
ENSDARG00000026513,9
ENSDARG00000054030,7
ENSDARG00000082315,0
ENSDARG00000054033,2
ENSDARG00000096704,1
ENSDARG00000001498,1
ENSDARG00000012234,7
ENSDARG00000077297,16
ENSDARG00000045075,3
ENSDARG00000096637,2
ENSDARG00000045074,10
ENSDARG00000061255,0
ENSDARG00000061259,5
ENSDARG00000007891,4
ENSDARG00000096811,0
ENSDARG00000018303,4
ENSDARG00000054707,7
ENSDARG00000013880,0
ENSDARG00000113734,0
ENSDARG00000089913,4
ENSDARG00000009624,2
ENSDARG00000115189,0
ENSDARG00000078481,0
ENSDARG00000005134,5
ENSDARG00000045087,0
ENSDARG00000036863,10
ENSDARG00000103412,0
ENSDARG00000088794,0
ENSDARG00000020876,35
ENSDARG00000061473,7
ENSDARG00000117237,0
ENSDARG00000004473,1
ENSDARG00000012981,20
ENSDARG00000045091,9
ENSDARG00000017612,12
ENSDARG00000029308,1
ENSDARG00000045092,8
ENSDARG00000096711,9
ENSDARG00000076533,5
ENSDARG00000054442,38
ENSDARG00000054208,1
ENSDARG00000096777,0
ENSDARG00000054201,14
ENSDARG00000096717,0
ENSDARG00000110377,0
ENSDARG00000061424,6
ENSDARG00000025226,0
ENSDARG00000086255,0
ENSDARG00000096721,12
ENSDARG00000075515,0
ENSDARG00000096760,0
ENSDARG00000054181,0
ENSDARG00000085246,0
ENSDARG00000094512,3
ENSDARG00000096686,0
ENSDARG00000054177,2
ENSDARG00000074270,7
ENSDARG00000015906,0
ENSDARG00000054154,23
ENSDARG00000015144,0
ENSDARG00000096697,0
ENSDARG00000089766,4
ENSDARG00000107729,0
ENSDARG00000102564,0
ENSDARG00000115156,0
ENSDARG00000111804,0
ENSDARG00000006420,14
ENSDARG00000114810,0
ENSDARG00000113030,0
ENSDARG00000053805,1
ENSDARG00000045064,27
ENSDARG00000116484,0
ENSDARG00000113686,0
ENSDARG00000074806,8
ENSDARG00000075441,0
ENSDARG00000007465,0
ENSDARG00000020224,0
ENSDARG00000061020,6
ENSDARG00000096780,1
ENSDARG00000096696,0
ENSDARG00000007490,0
ENSDARG00000089581,0
ENSDARG00000112796,0
ENSDARG00000091768,0
ENSDARG00000108447,0
ENSDARG00000079227,0
ENSDARG00000070041,2
ENSDARG00000090526,6
ENSDARG00000096786,0
ENSDARG00000091009,1
ENSDARG00000091836,7
ENSDARG00000009341,29
ENSDARG00000096746,0
ENSDARG00000073810,0
ENSDARG00000045067,0
ENSDARG00000075909,0
ENSDARG00000045066,7
ENSDARG00000099579,7
ENSDARG00000053862,159
ENSDARG00000074001,428
ENSDARG00000096796,0
ENSDARG00000004415,77
ENSDARG00000107642,0
ENSDARG00000045065,0
ENSDARG00000083587,0
ENSDARG00000109073,0
ENSDARG00000075721,4
ENSDARG00000075931,15
ENSDARG00000076776,0
ENSDARG00000045268,0
ENSDARG00000074169,3
ENSDARG00000084720,0
ENSDARG00000096757,0
ENSDARG00000096720,0
ENSDARG00000096728,0
ENSDARG00000005185,26
ENSDARG00000074121,18
ENSDARG00000057498,4
ENSDARG00000057484,21
ENSDARG00000057481,7
ENSDARG00000074824,0
ENSDARG00000071426,13
ENSDARG00000071425,10
ENSDARG00000096674,0
ENSDARG00000077560,0
ENSDARG00000083886,0
ENSDARG00000114509,0
ENSDARG00000042410,7
ENSDARG00000061004,8
ENSDARG00000076997,1
ENSDARG00000111372,0
ENSDARG00000061011,0
ENSDARG00000105527,4
ENSDARG00000105665,0
ENSDARG00000096800,0
ENSDARG00000060941,1
ENSDARG00000053528,8
ENSDARG00000104417,0
ENSDARG00000053526,7
ENSDARG00000053525,0
ENSDARG00000096761,0
ENSDARG00000010083,46
ENSDARG00000110350,0
ENSDARG00000088878,0
ENSDARG00000006125,13
ENSDARG00000107196,0
ENSDARG00000045051,4
ENSDARG00000087657,14
ENSDARG00000071414,1
ENSDARG00000024184,6
ENSDARG00000000068,4
ENSDARG00000060868,0
ENSDARG00000053474,0
ENSDARG00000096740,0
ENSDARG00000074506,14
ENSDARG00000074852,1
ENSDARG00000023920,5
ENSDARG00000028088,1
ENSDARG00000099900,5
ENSDARG00000076334,9
ENSDARG00000088143,0
ENSDARG00000009214,2
ENSDARG00000060729,22
ENSDARG00000109525,0
ENSDARG00000071409,16
ENSDARG00000017960,9
ENSDARG00000061226,13
ENSDARG00000021488,0
ENSDARG00000075857,1
ENSDARG00000026611,7
ENSDARG00000115872,0
ENSDARG00000076225,6
ENSDARG00000089276,1
ENSDARG00000075621,3
ENSDARG00000074396,5
ENSDARG00000096781,0
ENSDARG00000080009,28
ENSDARG00000100121,2
ENSDARG00000077081,10
ENSDARG00000096749,7
ENSDARG00000071406,1
ENSDARG00000096725,6
ENSDARG00000087461,1
ENSDARG00000016089,2
ENSDARG00000085630,0
ENSDARG00000022918,2
ENSDARG00000038018,48
ENSDARG00000010018,12
ENSDARG00000084772,0
ENSDARG00000071396,12
ENSDARG00000053323,1
ENSDARG00000079926,0
ENSDARG00000096701,0
ENSDARG00000096797,6
ENSDARG00000096752,0
ENSDARG00000113824,0
ENSDARG00000060680,1
ENSDARG00000060678,0
ENSDARG00000071395,53
ENSDARG00000096742,0
ENSDARG00000103516,6
ENSDARG00000102024,13
ENSDARG00000111243,0
ENSDARG00000113723,1
ENSDARG00000103333,0
ENSDARG00000104442,14
ENSDARG00000103334,0
ENSDARG00000112644,5
ENSDARG00000088984,12
ENSDARG00000117508,0
ENSDARG00000103551,1
ENSDARG00000100285,0
ENSDARG00000112674,0
ENSDARG00000100487,0
ENSDARG00000098812,0
ENSDARG00000101984,46
ENSDARG00000100862,1
ENSDARG00000102491,0
ENSDARG00000099321,8
ENSDARG00000099184,26
ENSDARG00000098998,0
ENSDARG00000019418,0
ENSDARG00000045039,0
ENSDARG00000020853,0
ENSDARG00000088736,1
ENSDARG00000000935,8
ENSDARG00000078249,0
ENSDARG00000086484,0
ENSDARG00000060253,1
ENSDARG00000096736,2
ENSDARG00000116306,0
ENSDARG00000077706,0
ENSDARG00000034309,7
ENSDARG00000086645,5
ENSDARG00000104543,0
ENSDARG00000060457,44
ENSDARG00000045038,1
ENSDARG00000090910,1
ENSDARG00000045036,7
ENSDARG00000060452,0
ENSDARG00000108319,0
ENSDARG00000108789,0
ENSDARG00000108262,0
ENSDARG00000086420,7
ENSDARG00000117143,0
ENSDARG00000117630,0
ENSDARG00000096681,0
ENSDARG00000096678,2
ENSDARG00000006413,311
ENSDARG00000016934,1
ENSDARG00000074081,0
ENSDARG00000053026,3
ENSDARG00000074041,5
ENSDARG00000097539,0
ENSDARG00000031588,3
ENSDARG00000097080,0
ENSDARG00000097826,7
ENSDARG00000096816,3
ENSDARG00000112848,0
ENSDARG00000097577,0
ENSDARG00000106796,0
ENSDARG00000097158,0
ENSDARG00000115212,0
ENSDARG00000103903,1
ENSDARG00000117357,0
ENSDARG00000106489,0
ENSDARG00000096991,1
ENSDARG00000115034,0
ENSDARG00000117267,0
ENSDARG00000102769,8
ENSDARG00000099898,0
ENSDARG00000101579,5
ENSDARG00000108209,0
ENSDARG00000103394,16
ENSDARG00000103490,14
ENSDARG00000100708,4
ENSDARG00000099961,0
ENSDARG00000102009,16
ENSDARG00000099944,0
ENSDARG00000109963,2
ENSDARG00000117657,1
ENSDARG00000099060,0
ENSDARG00000098785,17
ENSDARG00000103294,6
ENSDARG00000100244,100
ENSDARG00000117499,0
ENSDARG00000117221,0
ENSDARG00000117328,0
ENSDARG00000117476,0
ENSDARG00000117350,0
ENSDARG00000015891,11
ENSDARG00000100465,4
ENSDARG00000104566,0
ENSDARG00000101200,1
ENSDARG00000101930,0
ENSDARG00000103634,6
ENSDARG00000098256,1
ENSDARG00000107265,0
ENSDARG00000113076,0
ENSDARG00000100106,0
ENSDARG00000098736,0
ENSDARG00000102895,0
ENSDARG00000104324,0
ENSDARG00000116430,0
ENSDARG00000103650,2
ENSDARG00000104642,1
ENSDARG00000117310,0
ENSDARG00000099093,6
ENSDARG00000107296,0
ENSDARG00000085985,0
ENSDARG00000116062,0
ENSDARG00000039657,0
ENSDARG00000077461,1
ENSDARG00000004948,28
ENSDARG00000056605,13
ENSDARG00000077098,1
ENSDARG00000039667,6
ENSDARG00000089369,0
ENSDARG00000109276,1
ENSDARG00000117808,0
ENSDARG00000117696,1
ENSDARG00000117763,0
ENSDARG00000106669,2
ENSDARG00000076702,0
ENSDARG00000005284,1
ENSDARG00000003077,19
ENSDARG00000096683,0
ENSDARG00000032578,2
ENSDARG00000117474,28
ENSDARG00000117403,2
ENSDARG00000117266,1
ENSDARG00000113315,0
ENSDARG00000052779,0
ENSDARG00000095409,0
ENSDARG00000076196,0
ENSDARG00000074150,0
ENSDARG00000109626,0
ENSDARG00000114194,0
ENSDARG00000114385,0
ENSDARG00000109271,0
ENSDARG00000111373,0
ENSDARG00000116187,0
ENSDARG00000088643,0
ENSDARG00000100583,0
ENSDARG00000076079,1
ENSDARG00000112866,0
ENSDARG00000091503,3
ENSDARG00000010673,2
ENSDARG00000057060,0
ENSDARG00000087229,12
ENSDARG00000039145,1
ENSDARG00000098695,0
ENSDARG00000105080,0
ENSDARG00000095947,7
ENSDARG00000101010,0
ENSDARG00000016156,9
ENSDARG00000060196,0
ENSDARG00000078425,1
ENSDARG00000060257,0
ENSDARG00000104906,1
ENSDARG00000109259,0
ENSDARG00000098856,4
ENSDARG00000071298,0
ENSDARG00000061778,2
ENSDARG00000103092,0
ENSDARG00000096687,0
ENSDARG00000075132,40
ENSDARG00000098231,0
ENSDARG00000077207,0
ENSDARG00000117723,0
ENSDARG00000114960,0
ENSDARG00000117204,0
ENSDARG00000087059,4
ENSDARG00000101848,0
ENSDARG00000102569,7
ENSDARG00000101969,0
ENSDARG00000067831,0
ENSDARG00000038226,0
ENSDARG00000078494,0
ENSDARG00000098946,0
ENSDARG00000111997,1
ENSDARG00000101279,0
ENSDARG00000105018,29
ENSDARG00000099933,5
ENSDARG00000077760,2
ENSDARG00000013822,10
ENSDARG00000037618,2
ENSDARG00000087473,2
ENSDARG00000033662,0
ENSDARG00000002916,2
ENSDARG00000010113,181
ENSDARG00000104549,1
ENSDARG00000053520,0
ENSDARG00000053530,0
ENSDARG00000077440,1
ENSDARG00000012632,0
ENSDARG00000104713,0
ENSDARG00000027491,4
ENSDARG00000112495,0
ENSDARG00000108372,1
ENSDARG00000102279,0
ENSDARG00000052842,20
ENSDARG00000002632,22
ENSDARG00000090949,2
ENSDARG00000110727,0
ENSDARG00000107527,0
ENSDARG00000098724,64
ENSDARG00000099406,0
ENSDARG00000104756,0
ENSDARG00000098983,0
ENSDARG00000116042,0
ENSDARG00000117719,0
ENSDARG00000102972,0
