Identifier,DES-100ug/L-B
ENSDARG00000069379,0
ENSDARG00000018301,0
ENSDARG00000062178,1
ENSDARG00000093618,0
ENSDARG00000056621,13
ENSDARG00000056639,6
ENSDARG00000056628,4
ENSDARG00000095086,1
ENSDARG00000056525,6
ENSDARG00000094495,0
ENSDARG00000040901,0
ENSDARG00000094601,0
ENSDARG00000056506,0
ENSDARG00000040902,0
ENSDARG00000003153,6
ENSDARG00000092444,0
ENSDARG00000013251,0
ENSDARG00000016676,2
ENSDARG00000040917,4
ENSDARG00000093393,0
ENSDARG00000031756,12
ENSDARG00000001414,1
ENSDARG00000112515,0
ENSDARG00000117732,0
ENSDARG00000097764,0
ENSDARG00000040926,20
ENSDARG00000092402,2
ENSDARG00000094853,0
ENSDARG00000083999,0
ENSDARG00000093976,0
ENSDARG00000068702,2
ENSDARG00000107479,0
ENSDARG00000092636,2
ENSDARG00000117663,0
ENSDARG00000012248,9
ENSDARG00000060687,16
ENSDARG00000095451,43
ENSDARG00000068709,3
ENSDARG00000018788,0
ENSDARG00000018726,0
ENSDARG00000107286,0
ENSDARG00000096815,0
ENSDARG00000038112,0
ENSDARG00000054048,0
ENSDARG00000038116,0
ENSDARG00000091978,0
ENSDARG00000060707,0
ENSDARG00000038121,3
ENSDARG00000001976,0
ENSDARG00000075881,1
ENSDARG00000074163,2
ENSDARG00000074414,3
ENSDARG00000014680,0
ENSDARG00000003795,117
ENSDARG00000093286,1
ENSDARG00000081763,0
ENSDARG00000096320,0
ENSDARG00000073824,1
ENSDARG00000041108,13
ENSDARG00000077089,1
ENSDARG00000075942,0
ENSDARG00000068152,0
ENSDARG00000078989,1
ENSDARG00000108730,0
ENSDARG00000054301,2
ENSDARG00000068144,0
ENSDARG00000008936,9
ENSDARG00000060885,0
ENSDARG00000060879,1
ENSDARG00000039381,3
ENSDARG00000068140,2
ENSDARG00000097612,0
ENSDARG00000068138,0
ENSDARG00000034753,5
ENSDARG00000060860,0
ENSDARG00000039378,1
ENSDARG00000060841,3
ENSDARG00000068128,1
ENSDARG00000060813,2
ENSDARG00000082311,0
ENSDARG00000108596,0
ENSDARG00000110471,0
ENSDARG00000022564,4
ENSDARG00000022437,2
ENSDARG00000084665,0
ENSDARG00000017173,0
ENSDARG00000006025,0
ENSDARG00000026070,12
ENSDARG00000111114,0
ENSDARG00000015015,2
ENSDARG00000107143,0
ENSDARG00000094425,0
ENSDARG00000068678,0
ENSDARG00000062082,1
ENSDARG00000062086,0
ENSDARG00000095779,0
ENSDARG00000095317,0
ENSDARG00000010029,0
ENSDARG00000107024,0
ENSDARG00000093015,0
ENSDARG00000003994,0
ENSDARG00000111003,0
ENSDARG00000061977,0
ENSDARG00000108141,0
ENSDARG00000108732,0
ENSDARG00000106159,0
ENSDARG00000015890,8
ENSDARG00000043635,5
ENSDARG00000043640,0
ENSDARG00000056330,0
ENSDARG00000068601,0
ENSDARG00000092489,0
ENSDARG00000007976,6
ENSDARG00000093977,0
ENSDARG00000095204,0
ENSDARG00000062020,8
ENSDARG00000002304,3
ENSDARG00000017093,3
ENSDARG00000032970,103
ENSDARG00000056396,2
ENSDARG00000056407,1
ENSDARG00000015399,1
ENSDARG00000094938,0
ENSDARG00000062042,0
ENSDARG00000068629,7
ENSDARG00000100719,5
ENSDARG00000101431,1
ENSDARG00000099336,0
ENSDARG00000018283,6
ENSDARG00000026072,14
ENSDARG00000040861,8
ENSDARG00000020237,0
ENSDARG00000068208,3
ENSDARG00000114715,0
ENSDARG00000101059,0
ENSDARG00000098577,0
ENSDARG00000100451,0
ENSDARG00000104241,0
ENSDARG00000104522,0
ENSDARG00000103223,0
ENSDARG00000098316,0
ENSDARG00000100604,0
ENSDARG00000095508,0
ENSDARG00000104881,0
ENSDARG00000099876,1
ENSDARG00000101400,0
ENSDARG00000116427,0
ENSDARG00000100377,0
ENSDARG00000105189,0
ENSDARG00000103122,0
ENSDARG00000098225,0
ENSDARG00000098546,0
ENSDARG00000104552,0
ENSDARG00000100356,0
ENSDARG00000101083,0
ENSDARG00000104854,0
ENSDARG00000099773,1
ENSDARG00000102459,0
ENSDARG00000100026,0
ENSDARG00000104430,0
ENSDARG00000098732,0
ENSDARG00000117439,0
ENSDARG00000098492,0
ENSDARG00000112564,0
ENSDARG00000114798,0
ENSDARG00000068576,0
ENSDARG00000067828,0
ENSDARG00000096362,0
ENSDARG00000088029,0
ENSDARG00000094735,0
ENSDARG00000008095,0
ENSDARG00000055952,0
ENSDARG00000056154,0
ENSDARG00000094862,0
ENSDARG00000023168,0
ENSDARG00000061873,0
ENSDARG00000056180,0
ENSDARG00000091990,0
ENSDARG00000061903,0
ENSDARG00000040632,0
ENSDARG00000068520,0
ENSDARG00000088192,0
ENSDARG00000040594,0
ENSDARG00000109991,0
ENSDARG00000115088,0
ENSDARG00000061883,0
ENSDARG00000056009,0
ENSDARG00000055994,0
ENSDARG00000056000,0
ENSDARG00000092523,0
ENSDARG00000056006,0
ENSDARG00000029635,0
ENSDARG00000068549,1
ENSDARG00000115763,0
ENSDARG00000092510,0
ENSDARG00000056014,0
ENSDARG00000035214,0
ENSDARG00000055920,0
ENSDARG00000092709,0
ENSDARG00000093764,1
ENSDARG00000117738,0
ENSDARG00000095263,0
ENSDARG00000078738,0
ENSDARG00000076694,0
ENSDARG00000068566,0
ENSDARG00000091790,0
ENSDARG00000053036,0
ENSDARG00000079253,0
ENSDARG00000040582,1
ENSDARG00000020085,1
ENSDARG00000079848,7
ENSDARG00000005942,0
ENSDARG00000008140,0
ENSDARG00000014165,39
ENSDARG00000061841,5
ENSDARG00000100141,0
ENSDARG00000114191,0
ENSDARG00000096365,2
ENSDARG00000068103,1
ENSDARG00000074996,0
ENSDARG00000068104,0
ENSDARG00000018890,6
ENSDARG00000039513,0
ENSDARG00000067741,5
ENSDARG00000023797,13
ENSDARG00000111654,0
ENSDARG00000061796,1
ENSDARG00000098086,0
ENSDARG00000040564,10
ENSDARG00000111599,0
ENSDARG00000061761,0
ENSDARG00000013777,5
ENSDARG00000068456,0
ENSDARG00000040557,6
ENSDARG00000040555,18
ENSDARG00000040547,0
ENSDARG00000092309,0
ENSDARG00000093973,0
ENSDARG00000040527,0
ENSDARG00000061742,8
ENSDARG00000077897,7
ENSDARG00000010758,7
ENSDARG00000055751,0
ENSDARG00000020611,0
ENSDARG00000068421,0
ENSDARG00000098049,0
ENSDARG00000089627,0
ENSDARG00000055746,0
ENSDARG00000055672,0
ENSDARG00000061699,2
ENSDARG00000061691,1
ENSDARG00000068407,0
ENSDARG00000068406,0
ENSDARG00000068404,18
ENSDARG00000095674,1
ENSDARG00000068401,31
ENSDARG00000068398,0
ENSDARG00000095600,0
ENSDARG00000111632,0
ENSDARG00000068247,13
ENSDARG00000082078,0
ENSDARG00000101673,0
ENSDARG00000036291,12
ENSDARG00000074628,5
ENSDARG00000054259,7
ENSDARG00000054272,16
ENSDARG00000095019,3
ENSDARG00000074442,1
ENSDARG00000093233,1
ENSDARG00000007982,2
ENSDARG00000040452,4
ENSDARG00000117300,0
ENSDARG00000032532,4
ENSDARG00000061635,4
ENSDARG00000068303,0
ENSDARG00000055377,8
ENSDARG00000026766,6
ENSDARG00000032103,5
ENSDARG00000092119,5
ENSDARG00000055357,8
ENSDARG00000002571,4
ENSDARG00000091771,1
ENSDARG00000086288,6
ENSDARG00000088357,20
ENSDARG00000088709,5
ENSDARG00000100760,0
ENSDARG00000085955,0
ENSDARG00000041348,0
ENSDARG00000061576,0
ENSDARG00000091293,4
ENSDARG00000110330,0
ENSDARG00000093591,1
ENSDARG00000110776,0
ENSDARG00000011533,0
ENSDARG00000096826,0
ENSDARG00000061444,0
ENSDARG00000006372,0
ENSDARG00000110716,0
ENSDARG00000061439,0
ENSDARG00000005176,0
ENSDARG00000003420,0
ENSDARG00000061462,0
ENSDARG00000061480,0
ENSDARG00000094946,0
ENSDARG00000068363,0
ENSDARG00000092930,0
ENSDARG00000068372,0
ENSDARG00000094546,0
ENSDARG00000068374,5
ENSDARG00000055250,0
ENSDARG00000011219,2
ENSDARG00000017105,21
ENSDARG00000040440,19
ENSDARG00000068380,0
ENSDARG00000068382,0
ENSDARG00000040443,6
ENSDARG00000094126,0
ENSDARG00000076050,0
ENSDARG00000078775,1
ENSDARG00000100607,0
ENSDARG00000010662,0
ENSDARG00000061397,8
ENSDARG00000031095,0
ENSDARG00000068275,4
ENSDARG00000068274,1
ENSDARG00000055124,5
ENSDARG00000027595,7
ENSDARG00000061370,1
ENSDARG00000040396,5
ENSDARG00000102832,24
ENSDARG00000014673,1
ENSDARG00000094317,0
ENSDARG00000085536,0
ENSDARG00000080093,0
ENSDARG00000055534,0
ENSDARG00000055524,13
ENSDARG00000067730,0
ENSDARG00000035966,0
ENSDARG00000010654,0
ENSDARG00000110038,0
ENSDARG00000021584,0
ENSDARG00000011693,11
ENSDARG00000086034,1
ENSDARG00000105447,0
ENSDARG00000117367,0
ENSDARG00000077911,0
ENSDARG00000061338,34
ENSDARG00000010514,0
ENSDARG00000055054,0
ENSDARG00000108221,0
ENSDARG00000117486,1
ENSDARG00000061328,13
ENSDARG00000113774,0
ENSDARG00000104383,0
ENSDARG00000092178,0
ENSDARG00000095386,0
ENSDARG00000068250,0
ENSDARG00000104251,0
ENSDARG00000054864,41
ENSDARG00000061173,3
ENSDARG00000061168,2
ENSDARG00000040358,1
ENSDARG00000020454,18
ENSDARG00000061159,2
ENSDARG00000040362,10
ENSDARG00000020405,11
ENSDARG00000068219,1
ENSDARG00000034941,0
ENSDARG00000017126,5
ENSDARG00000078983,0
ENSDARG00000061124,10
ENSDARG00000067601,0
ENSDARG00000102234,0
ENSDARG00000058202,0
ENSDARG00000098482,0
ENSDARG00000107054,0
ENSDARG00000017058,3
ENSDARG00000116947,0
ENSDARG00000117394,0
ENSDARG00000068242,0
ENSDARG00000054978,4
ENSDARG00000007990,0
ENSDARG00000094920,0
ENSDARG00000013931,42
ENSDARG00000030753,4
ENSDARG00000074750,5
ENSDARG00000055043,1
ENSDARG00000018904,10
ENSDARG00000117489,0
ENSDARG00000088030,460
ENSDARG00000061233,3
ENSDARG00000007813,2
ENSDARG00000103462,0
ENSDARG00000033899,3
ENSDARG00000009825,0
ENSDARG00000004492,0
ENSDARG00000111942,0
ENSDARG00000092624,0
ENSDARG00000096829,4
ENSDARG00000097473,1
ENSDARG00000007383,0
ENSDARG00000097821,0
ENSDARG00000094522,0
ENSDARG00000017246,57
ENSDARG00000097368,2
ENSDARG00000068199,4
ENSDARG00000012788,2
ENSDARG00000005468,4
ENSDARG00000061103,1
ENSDARG00000021462,0
ENSDARG00000017429,1
ENSDARG00000082074,0
ENSDARG00000098984,1
ENSDARG00000061031,0
ENSDARG00000105882,0
ENSDARG00000040319,0
ENSDARG00000074258,0
ENSDARG00000116487,0
ENSDARG00000094406,0
ENSDARG00000020841,1
ENSDARG00000041098,1
ENSDARG00000083818,0
ENSDARG00000113833,0
ENSDARG00000115903,0
ENSDARG00000117712,0
ENSDARG00000038191,0
ENSDARG00000024431,0
ENSDARG00000054632,3
ENSDARG00000114107,0
ENSDARG00000088484,0
ENSDARG00000090866,1
ENSDARG00000089060,0
ENSDARG00000090635,0
ENSDARG00000086248,0
ENSDARG00000093207,0
ENSDARG00000091232,1
ENSDARG00000061014,0
ENSDARG00000117008,0
ENSDARG00000041006,0
ENSDARG00000074371,0
ENSDARG00000041011,3
ENSDARG00000103679,2
ENSDARG00000078458,5
ENSDARG00000054584,1
ENSDARG00000105050,0
ENSDARG00000111043,0
ENSDARG00000015064,0
ENSDARG00000099137,2
ENSDARG00000098044,0
ENSDARG00000092142,1
ENSDARG00000060927,0
ENSDARG00000040505,1
ENSDARG00000054363,1
ENSDARG00000105687,0
ENSDARG00000040503,1
ENSDARG00000039500,0
ENSDARG00000012005,5
ENSDARG00000077007,0
ENSDARG00000040274,2
ENSDARG00000054451,17
ENSDARG00000026247,0
ENSDARG00000096262,0
ENSDARG00000003061,1
ENSDARG00000105004,0
ENSDARG00000040286,3
ENSDARG00000100342,0
ENSDARG00000100766,5
ENSDARG00000101677,0
ENSDARG00000100991,1
ENSDARG00000104016,0
ENSDARG00000105281,1
ENSDARG00000105740,1
ENSDARG00000103032,1
ENSDARG00000117626,0
ENSDARG00000117772,0
ENSDARG00000103369,1
ENSDARG00000089354,1
ENSDARG00000074431,3
ENSDARG00000103288,1
ENSDARG00000110545,0
ENSDARG00000117740,0
ENSDARG00000102443,0
ENSDARG00000011777,3
ENSDARG00000099803,0
ENSDARG00000112691,2
ENSDARG00000039960,0
ENSDARG00000098674,0
ENSDARG00000112431,0
ENSDARG00000076623,0
ENSDARG00000098197,0
ENSDARG00000101559,0
ENSDARG00000098912,0
ENSDARG00000059373,8
ENSDARG00000014569,10
ENSDARG00000067975,52
ENSDARG00000078529,1
ENSDARG00000098377,0
ENSDARG00000103887,0
ENSDARG00000036924,4
ENSDARG00000036929,0
ENSDARG00000076393,5
ENSDARG00000020176,0
ENSDARG00000105003,0
ENSDARG00000063713,0
ENSDARG00000094908,0
ENSDARG00000036940,0
ENSDARG00000036942,9
ENSDARG00000036943,3
ENSDARG00000111238,0
ENSDARG00000036944,1
ENSDARG00000009779,13
ENSDARG00000063718,0
ENSDARG00000075592,3
ENSDARG00000002748,0
ENSDARG00000099528,11
ENSDARG00000086107,2
ENSDARG00000117245,0
ENSDARG00000079610,3
ENSDARG00000042643,0
ENSDARG00000042641,9
ENSDARG00000029043,0
ENSDARG00000042637,0
ENSDARG00000068387,3
ENSDARG00000018621,9
ENSDARG00000091560,8
ENSDARG00000063682,0
ENSDARG00000042620,62
ENSDARG00000024381,2
ENSDARG00000071250,0
ENSDARG00000059354,3
ENSDARG00000063690,1
ENSDARG00000071251,1
ENSDARG00000006640,1
ENSDARG00000059363,0
ENSDARG00000075606,0
ENSDARG00000102381,0
ENSDARG00000102325,0
ENSDARG00000058830,0
ENSDARG00000103817,0
ENSDARG00000099747,1
ENSDARG00000059361,2
ENSDARG00000117378,0
ENSDARG00000100821,1
ENSDARG00000099753,4
ENSDARG00000103503,2
ENSDARG00000100514,5
ENSDARG00000098855,0
ENSDARG00000099138,0
ENSDARG00000099438,0
ENSDARG00000104981,0
ENSDARG00000063215,0
ENSDARG00000101445,1
ENSDARG00000078797,5
ENSDARG00000100456,0
ENSDARG00000021864,744
ENSDARG00000021048,2
ENSDARG00000011648,22
ENSDARG00000076406,4
ENSDARG00000079456,1
ENSDARG00000077855,2
ENSDARG00000074505,0
ENSDARG00000100529,4
ENSDARG00000099596,1
ENSDARG00000086326,0
ENSDARG00000013828,1
ENSDARG00000030402,6
ENSDARG00000092160,0
ENSDARG00000028222,0
ENSDARG00000011870,2
ENSDARG00000005186,3
ENSDARG00000024416,7
ENSDARG00000114159,0
ENSDARG00000076659,2
ENSDARG00000101218,0
ENSDARG00000026762,2
ENSDARG00000078912,0
ENSDARG00000067717,22
ENSDARG00000102318,0
ENSDARG00000075271,0
ENSDARG00000077516,1
ENSDARG00000110186,1
ENSDARG00000099500,0
ENSDARG00000100060,2
ENSDARG00000101259,4
ENSDARG00000096274,0
ENSDARG00000063627,1
ENSDARG00000035695,0
ENSDARG00000008818,2
ENSDARG00000078522,13
ENSDARG00000092300,0
ENSDARG00000014222,19
ENSDARG00000035694,57
ENSDARG00000092099,8
ENSDARG00000071224,28
ENSDARG00000071223,0
ENSDARG00000059254,0
ENSDARG00000092749,0
ENSDARG00000094796,0
ENSDARG00000018327,0
ENSDARG00000094882,0
ENSDARG00000063613,0
ENSDARG00000095424,0
ENSDARG00000071216,0
ENSDARG00000036912,4
ENSDARG00000103658,13
ENSDARG00000071205,0
ENSDARG00000095731,0
ENSDARG00000089878,4
ENSDARG00000089204,20
ENSDARG00000112881,0
ENSDARG00000099249,0
ENSDARG00000100539,0
ENSDARG00000103618,1
ENSDARG00000100450,0
ENSDARG00000102992,1
ENSDARG00000102913,0
ENSDARG00000105283,0
ENSDARG00000100046,0
ENSDARG00000101034,1
ENSDARG00000104403,0
ENSDARG00000101222,5
ENSDARG00000100698,2
ENSDARG00000098228,15
ENSDARG00000089402,0
ENSDARG00000102533,0
ENSDARG00000103395,1
ENSDARG00000101490,0
ENSDARG00000104701,8
ENSDARG00000113654,0
ENSDARG00000103765,0
ENSDARG00000101216,11
ENSDARG00000099509,0
ENSDARG00000102143,0
ENSDARG00000102018,2
ENSDARG00000105241,3
ENSDARG00000100909,0
ENSDARG00000104315,1
ENSDARG00000099049,0
ENSDARG00000099118,0
ENSDARG00000116004,0
ENSDARG00000103106,0
ENSDARG00000104563,0
ENSDARG00000112306,0
ENSDARG00000090098,0
ENSDARG00000116478,0
ENSDARG00000079654,0
ENSDARG00000084932,0
ENSDARG00000079310,0
ENSDARG00000075567,0
ENSDARG00000063726,3
ENSDARG00000076280,9
ENSDARG00000017809,4
ENSDARG00000011076,7
ENSDARG00000063535,24
ENSDARG00000014287,4
ENSDARG00000097492,0
ENSDARG00000025012,1
ENSDARG00000002696,85
ENSDARG00000075545,3
ENSDARG00000000503,16
ENSDARG00000001572,0
ENSDARG00000092359,1
ENSDARG00000059109,7
ENSDARG00000023082,43
ENSDARG00000090268,588
ENSDARG00000036834,103
ENSDARG00000036832,433
ENSDARG00000092947,857
ENSDARG00000094041,217
ENSDARG00000036830,529
ENSDARG00000110208,0
ENSDARG00000012688,76
ENSDARG00000096336,0
ENSDARG00000059067,0
ENSDARG00000006712,2
ENSDARG00000109567,0
ENSDARG00000059056,0
ENSDARG00000078547,0
ENSDARG00000059054,33
ENSDARG00000059049,9
ENSDARG00000092388,0
ENSDARG00000079372,0
ENSDARG00000110796,0
ENSDARG00000078151,1
ENSDARG00000110380,0
ENSDARG00000111980,0
ENSDARG00000029501,2
ENSDARG00000071150,15
ENSDARG00000111117,0
ENSDARG00000063417,3
ENSDARG00000036816,2
ENSDARG00000018259,29
ENSDARG00000063390,0
ENSDARG00000084373,0
ENSDARG00000040036,1
ENSDARG00000086931,0
ENSDARG00000099070,0
ENSDARG00000076134,0
ENSDARG00000087674,1
ENSDARG00000071097,1
ENSDARG00000089503,0
ENSDARG00000089953,1
ENSDARG00000001710,7
ENSDARG00000001015,7
ENSDARG00000001558,4
ENSDARG00000003251,0
ENSDARG00000000729,4
ENSDARG00000110523,0
ENSDARG00000079402,3
ENSDARG00000092731,0
ENSDARG00000045011,1
ENSDARG00000075963,0
ENSDARG00000001303,0
ENSDARG00000001656,0
ENSDARG00000031885,0
ENSDARG00000000656,0
ENSDARG00000036787,0
ENSDARG00000022280,18
ENSDARG00000001169,2
ENSDARG00000012422,97
ENSDARG00000109804,0
ENSDARG00000093755,0
ENSDARG00000078954,2
ENSDARG00000016721,61
ENSDARG00000008946,2
ENSDARG00000063319,0
ENSDARG00000107337,0
ENSDARG00000063310,5
ENSDARG00000058806,4
ENSDARG00000058800,5
ENSDARG00000018574,13
ENSDARG00000007943,5
ENSDARG00000071026,33
ENSDARG00000004866,11
ENSDARG00000106283,0
ENSDARG00000063258,0
ENSDARG00000112968,0
ENSDARG00000019222,6
ENSDARG00000095692,0
ENSDARG00000063252,2
ENSDARG00000063249,0
ENSDARG00000063244,1
ENSDARG00000071015,8
ENSDARG00000095056,0
ENSDARG00000096369,0
ENSDARG00000093628,35
ENSDARG00000071014,19
ENSDARG00000036773,11
ENSDARG00000036772,6
ENSDARG00000058690,0
ENSDARG00000036767,3
ENSDARG00000058685,0
ENSDARG00000071010,0
ENSDARG00000063219,9
ENSDARG00000036764,4
ENSDARG00000058678,0
ENSDARG00000019299,2
ENSDARG00000083576,0
ENSDARG00000007971,1
ENSDARG00000071001,0
ENSDARG00000092878,0
ENSDARG00000091951,0
ENSDARG00000058672,0
ENSDARG00000092728,0
ENSDARG00000094886,0
ENSDARG00000086613,0
ENSDARG00000105592,5
ENSDARG00000075958,1
ENSDARG00000014675,1
ENSDARG00000107213,0
ENSDARG00000030326,2
ENSDARG00000037425,32
ENSDARG00000058650,7
ENSDARG00000058649,0
ENSDARG00000033804,10
ENSDARG00000037427,0
ENSDARG00000023298,481
ENSDARG00000013704,0
ENSDARG00000103224,0
ENSDARG00000034668,3
ENSDARG00000106113,0
ENSDARG00000058089,0
ENSDARG00000058094,27
ENSDARG00000070985,6
ENSDARG00000030449,3
ENSDARG00000104154,0
ENSDARG00000016765,1
ENSDARG00000062900,0
ENSDARG00000094631,0
ENSDARG00000070981,20
ENSDARG00000036412,1
ENSDARG00000041243,2
ENSDARG00000062954,6
ENSDARG00000070972,8
ENSDARG00000027192,0
ENSDARG00000036438,52
ENSDARG00000062962,9
ENSDARG00000097956,0
ENSDARG00000070964,0
ENSDARG00000079901,0
ENSDARG00000070960,8
ENSDARG00000117353,0
ENSDARG00000080038,0
ENSDARG00000081044,0
ENSDARG00000070959,30
ENSDARG00000031283,7
ENSDARG00000062976,0
ENSDARG00000030716,10
ENSDARG00000070952,2
ENSDARG00000062084,2
ENSDARG00000070950,0
ENSDARG00000094748,0
ENSDARG00000013295,5
ENSDARG00000062995,0
ENSDARG00000094472,0
ENSDARG00000077877,0
ENSDARG00000036457,4
ENSDARG00000020450,2
ENSDARG00000063006,0
ENSDARG00000086207,0
ENSDARG00000107453,0
ENSDARG00000116952,0
ENSDARG00000063014,3
ENSDARG00000036698,9
ENSDARG00000063144,1
ENSDARG00000019842,8
ENSDARG00000011740,27
ENSDARG00000058578,0
ENSDARG00000093684,4
ENSDARG00000009637,13
ENSDARG00000070931,0
ENSDARG00000079847,1
ENSDARG00000020798,6
ENSDARG00000020455,0
ENSDARG00000058557,0
ENSDARG00000077337,0
ENSDARG00000088408,0
ENSDARG00000076574,0
ENSDARG00000063111,0
ENSDARG00000019093,0
ENSDARG00000058547,0
ENSDARG00000036728,0
ENSDARG00000015445,19
ENSDARG00000020228,8
ENSDARG00000106333,0
ENSDARG00000094230,0
ENSDARG00000092259,0
ENSDARG00000096311,0
ENSDARG00000063088,0
ENSDARG00000058535,0
ENSDARG00000087828,0
ENSDARG00000028973,0
ENSDARG00000058502,3
ENSDARG00000063079,0
ENSDARG00000058498,0
ENSDARG00000036722,1
ENSDARG00000063037,2
ENSDARG00000096273,0
ENSDARG00000036721,7
ENSDARG00000101160,9
ENSDARG00000102004,134
ENSDARG00000098513,0
ENSDARG00000104952,0
ENSDARG00000101029,6
ENSDARG00000101295,11
ENSDARG00000100396,1
ENSDARG00000100535,0
ENSDARG00000103322,6
ENSDARG00000101721,0
ENSDARG00000074930,0
ENSDARG00000005162,73
ENSDARG00000096894,0
ENSDARG00000040380,3
ENSDARG00000095458,0
ENSDARG00000034210,2
ENSDARG00000112698,0
ENSDARG00000089983,0
ENSDARG00000005230,60
ENSDARG00000062820,0
ENSDARG00000062828,0
ENSDARG00000101686,0
ENSDARG00000071116,3
ENSDARG00000107753,0
ENSDARG00000087647,14
ENSDARG00000075984,2
ENSDARG00000112922,0
ENSDARG00000035961,0
ENSDARG00000017522,2
ENSDARG00000084173,0
ENSDARG00000075405,2
ENSDARG00000034178,2
ENSDARG00000087145,4
ENSDARG00000075616,11
ENSDARG00000004017,1
ENSDARG00000012040,6
ENSDARG00000106545,0
ENSDARG00000021140,24
ENSDARG00000114781,0
ENSDARG00000113630,0
ENSDARG00000032575,46
ENSDARG00000056307,23
ENSDARG00000061974,0
ENSDARG00000011334,5
ENSDARG00000035987,5
ENSDARG00000035986,6
ENSDARG00000030954,0
ENSDARG00000004280,7
ENSDARG00000070555,0
ENSDARG00000035985,6
ENSDARG00000112380,0
ENSDARG00000070553,1
ENSDARG00000031348,2
ENSDARG00000087198,9
ENSDARG00000089791,6
ENSDARG00000108589,0
ENSDARG00000102690,3
ENSDARG00000100560,1
ENSDARG00000117596,0
ENSDARG00000098845,1
ENSDARG00000105293,8
ENSDARG00000104274,0
ENSDARG00000099283,5
ENSDARG00000103112,0
ENSDARG00000104292,0
ENSDARG00000111201,0
ENSDARG00000098813,13
ENSDARG00000101323,2
ENSDARG00000098075,18
ENSDARG00000100462,0
ENSDARG00000104097,0
ENSDARG00000099609,1
ENSDARG00000103024,0
ENSDARG00000101878,0
ENSDARG00000102756,0
ENSDARG00000104837,10
ENSDARG00000101576,1
ENSDARG00000101891,3
ENSDARG00000105034,0
ENSDARG00000011797,5
ENSDARG00000093404,0
ENSDARG00000113313,0
ENSDARG00000110398,0
ENSDARG00000041660,0
ENSDARG00000015552,15
ENSDARG00000070578,1
ENSDARG00000075928,2
ENSDARG00000056532,9
ENSDARG00000009161,0
ENSDARG00000016999,0
ENSDARG00000056509,3
ENSDARG00000007186,0
ENSDARG00000024619,0
ENSDARG00000035990,11
ENSDARG00000030700,6
ENSDARG00000081580,0
ENSDARG00000081082,1
ENSDARG00000081931,0
ENSDARG00000034215,0
ENSDARG00000080410,0
ENSDARG00000062060,1
ENSDARG00000083417,0
ENSDARG00000092638,0
ENSDARG00000096247,0
ENSDARG00000094436,0
ENSDARG00000117498,0
ENSDARG00000107793,0
ENSDARG00000004169,54
ENSDARG00000056450,0
ENSDARG00000100114,15
ENSDARG00000116649,12
ENSDARG00000117203,0
ENSDARG00000099527,1
ENSDARG00000009285,444
ENSDARG00000009594,12
ENSDARG00000021163,2
ENSDARG00000107952,0
ENSDARG00000034195,9
ENSDARG00000094637,0
ENSDARG00000057986,4
ENSDARG00000004405,2
ENSDARG00000003860,19
ENSDARG00000019810,4
ENSDARG00000104170,0
ENSDARG00000117531,0
ENSDARG00000111897,0
ENSDARG00000096641,0
ENSDARG00000101612,0
ENSDARG00000104089,1
ENSDARG00000105193,0
ENSDARG00000099183,0
ENSDARG00000100572,0
ENSDARG00000100392,355
ENSDARG00000099258,1
ENSDARG00000099289,0
ENSDARG00000116617,39
ENSDARG00000103340,5
ENSDARG00000105009,6
ENSDARG00000098782,2
ENSDARG00000105273,1
ENSDARG00000112208,0
ENSDARG00000113464,0
ENSDARG00000110189,0
ENSDARG00000104542,0
ENSDARG00000102905,0
ENSDARG00000103434,0
ENSDARG00000114702,0
ENSDARG00000104451,9
ENSDARG00000117338,0
ENSDARG00000102973,0
ENSDARG00000098317,0
ENSDARG00000104254,0
ENSDARG00000103318,8
ENSDARG00000098689,0
ENSDARG00000100831,0
ENSDARG00000099793,0
ENSDARG00000098919,2
ENSDARG00000062530,0
ENSDARG00000074216,0
ENSDARG00000036245,0
ENSDARG00000100791,2
ENSDARG00000099002,0
ENSDARG00000102551,0
ENSDARG00000098288,3
ENSDARG00000116588,0
ENSDARG00000102906,3
ENSDARG00000107770,0
ENSDARG00000100087,0
ENSDARG00000099365,0
ENSDARG00000101052,0
ENSDARG00000100312,1
ENSDARG00000101330,0
ENSDARG00000104162,2
ENSDARG00000105013,0
ENSDARG00000099559,0
ENSDARG00000100358,0
ENSDARG00000103862,5
ENSDARG00000102501,1
ENSDARG00000104307,0
ENSDARG00000036227,0
ENSDARG00000095636,0
ENSDARG00000033251,5
ENSDARG00000086762,0
ENSDARG00000029761,2
ENSDARG00000036222,4
ENSDARG00000074359,0
ENSDARG00000027599,0
ENSDARG00000062695,3
ENSDARG00000007863,17
ENSDARG00000096834,0
ENSDARG00000010266,40
ENSDARG00000062688,22
ENSDARG00000062664,2
ENSDARG00000070831,0
ENSDARG00000036214,0
ENSDARG00000036212,10
ENSDARG00000083332,0
ENSDARG00000057649,0
