289	Bladder cancer	35	41	17	16	3	17	14	13	17	3	3	385	38	8561	0.90083	0.2598	0.2598	7.32	22340;18176;13649	vegfb;nras;egfr	Vegfb_60996;Nras_31874;Egfr_72327	18176(-0.6864);13649(-0.2211)	15.39109	17.9069	3.12267	11.224010670535732	12.27552782005917	10.306606861527085	9.773623333333333	13.5607	2.16357	6.590523955243117	8.549088316607692	6.933763075535899	18.73810333333333	23.9233	5.38021	11.664316301911287	16.12368944660363	11.720147129587529	1.5	21.5253			3.12267;25.1437;17.9069	2.16357;13.5966;13.5607	5.38021;26.9108;23.9233	2	1	2	22340;18176	Vegfb_60996;Nras_31874	14.133185	14.133185	15.5712196417124	7.880085	7.880085	8.084373042509233	16.145505	16.145505	15.224426191947266	3.12267;25.1437	2.16357;13.5966	5.38021;26.9108	1	13649	Egfr_72327	17.9069	17.9069		13.5607	13.5607		23.9233	23.9233		17.9069	13.5607	23.9233	0						Hill,2(0.67);Poly 2,1(0.34)	3.7256817845119867	12.41408121585846	1.9558578729629517	6.179101467132568	2.1151542311780336	4.2791218757629395	2.6899262592387654	28.092253740761237	2.315743405199166	17.231503261467502	5.538686865963353	31.937519800703317	UP	0.6666666666666666	0.3333333333333333	0.0	
29	TSP1-induced apoptosis in microvascular endothelial cell	7	8	1	1	0	1	1	1	1	0	0	388	8	8591	0.70243	1.0	1.0	0.0																														0	0	0															0															0																							
290	Chronic myeloid leukemia	67	73	25	23	7	25	22	21	25	7	7	381	66	8533	0.987	0.037472	0.037472	9.59	14389;18176;17127;15182;18035;16150;12048	gab2;nras;smad3;hdac2;nfkbia;ikbkb;bcl2l1	Gab2_61042;Nras_31874;Smad3_64977;Hdac2_65110;Nfkbia_55629;Ikbkb_67891,Ikbkb_80666;Bcl2l1_29914	18176(-0.6864);17127(-0.5676);15182(-0.4055);12048(-0.007109)	14.574052857142858	13.2517	5.07522	6.6350585001357585	15.211350058887678	5.349124659283392	9.300738571428571	9.10057	3.26712	3.411217821132838	9.888925491457652	2.5954220972771673	19.990807142857143	19.526	10.4357	6.0763115303356905	19.204250523446017	5.673441115937516	2.5	12.99655			12.7414;25.1437;10.9223;5.07522;21.137;13.74705;13.2517	8.52264;13.5966;7.48932;3.26712;12.1905;10.93842;9.10057	24.4982;26.9108;19.526;10.4357;25.4799;18.52985;14.5552	6	2	5	14389;18176;18035;16150;12048	Gab2_61042;Nras_31874;Nfkbia_55629;Ikbkb_67891,Ikbkb_80666;Bcl2l1_29914	17.204169999999998	13.74705	5.6123369084989925	10.869746000000001	10.93842	2.1109079964744963	21.99479	24.4982	5.242459256684794	12.7414;25.1437;21.137;13.74705;13.2517	8.52264;13.5966;12.1905;10.93842;9.10057	24.4982;26.9108;25.4799;18.52985;14.5552	2	17127;15182	Smad3_64977;Hdac2_65110	7.99876	7.99876	4.134509918140237	5.37822	5.37822	2.9855462515258417	14.98085	14.98085	6.427812773020071	10.9223;5.07522	7.48932;3.26712	19.526;10.4357	0						Hill,5(0.63);Linear,2(0.25);Poly 2,1(0.13)	5.354584507734394	57.05695593357086	1.9558578729629517	21.509580612182617	6.461658580932137	4.931037425994873	9.658732733940013	19.4893729803457	6.773673045103623	11.827804097753523	15.48941256746683	24.492201718247458	UP	0.7142857142857143	0.2857142857142857	0.0	
291	Acute myeloid leukemia	52	56	20	19	4	19	18	16	20	4	4	384	52	8547	0.907	0.2218	0.30561	7.14	21416;19401;18176;16150	tcf7l2;rara;nras;ikbkb	Tcf7l2_63599;Rara_56919;Nras_31874;Ikbkb_67891,Ikbkb_80666	21416(-0.8115);18176(-0.6864)	17.660687499999998	15.876	13.74705	5.1540620899724985	16.88069494851773	4.212515123283028	11.905155	11.57746	10.8691	1.2865857168361052	11.43624724207035	1.1300010069918809	23.8002875	24.88025	18.52985	3.6624226308949797	23.37702803538111	3.8014149670306687	1.5	15.876			16.8787;14.8733;25.1437;13.74705	10.8691;12.2165;13.5966;10.93842	25.357;24.4035;26.9108;18.52985	4	1	3	19401;18176;16150	Rara_56919;Nras_31874;Ikbkb_67891,Ikbkb_80666	17.92135	14.8733	6.28003697501058	12.250506666666666	12.2165	1.3294162508910885	23.281383333333334	24.4035	4.301678752049398	14.8733;25.1437;13.74705	12.2165;13.5966;10.93842	24.4035;26.9108;18.52985	1	21416	Tcf7l2_63599	16.8787	16.8787		10.8691	10.8691		25.357	25.357		16.8787	10.8691	25.357	0						Hill,5(1)	4.820563364291731	27.128326773643494	1.9558578729629517	8.656153678894043	2.589654498544313	6.240021705627441	12.609706651826954	22.71166834817305	10.64430099750062	13.166009002499381	20.211113321722927	27.389461678277073	UP	0.75	0.25	0.0	
292	Small cell lung cancer	69	83	26	23	6	26	21	21	26	6	6	382	77	8522	0.93335	0.14834	0.17356	7.23	17344;16775;12447;18035;16150;12048	pias2;lama4;ccne1;nfkbia;ikbkb;bcl2l1	Pias2_60427;Lama4_57064;Ccne1_80378;Nfkbia_55629;Ikbkb_67891,Ikbkb_80666;Bcl2l1_29914	12447(-0.1638);12048(-0.007109)	12.476171666666668	13.499375	3.08764	5.9416837566279685	14.244697644720652	4.312747229263328	8.379776666666666	9.17166	2.14162	3.582967418186588	9.47784151897536	2.283374835380362	18.149565	17.397325000000002	5.30624	8.34160974722206	20.287092998517302	7.087521804200561	3.5	13.915375000000001			14.0837;9.54994;3.08764;21.137;13.74705;13.2517	9.24275;6.6648;2.14162;12.1905;10.93842;9.10057	28.7614;16.2648;5.30624;25.4799;18.52985;14.5552	5	2	4	17344;18035;16150;12048	Pias2_60427;Nfkbia_55629;Ikbkb_67891,Ikbkb_80666;Bcl2l1_29914	15.5548625	13.915375000000001	3.737080933334421	10.36806	10.090585	1.4741609567705478	21.831587499999998	22.004875	6.459612242022873	14.0837;21.137;13.74705;13.2517	9.24275;12.1905;10.93842;9.10057	28.7614;25.4799;18.52985;14.5552	2	16775;12447	Lama4_57064;Ccne1_80378	6.31879	6.31879	4.569536152061826	4.40321	4.40321	3.198371250527369	10.78552	10.78552	7.748872088039656	9.54994;3.08764	6.6648;2.14162	16.2648;5.30624	0						Hill,4(0.58);Linear,2(0.29);Poly 2,1(0.15)	10.564865838761124	106.34602308273315	3.6220531463623047	37.21827697753906	13.25412585459709	6.465006351470947	7.721834483870931	17.2305088494624	5.512805633072369	11.246747700260961	11.474887078720602	24.824242921279403	UP	0.6666666666666666	0.3333333333333333	0.0	
293	Non-small cell lung cancer	45	54	18	16	4	18	15	14	18	4	4	384	50	8549	0.91758	0.20351	0.29511	7.41	234779;18176;13649;18803	plcg2;nras;egfr;plcg1	Plcg2_59221;Nras_31874;Egfr_72327;Plcg1_66733	18176(-0.6864);13649(-0.2211);18803(-0.4784)	11.7496325	10.79728	0.26027	11.751791898944248	14.000638841906426	10.140396760996616	7.43709275	8.02508	0.101611	7.158362420938437	9.73294136515548	6.817781093236585	14.6579845	15.39237	0.936398	12.715418477961354	17.97428023249056	11.841539279785422	1.5	10.79728			3.68766;25.1437;17.9069;0.26027	2.48946;13.5966;13.5607;0.101611	6.86144;26.9108;23.9233;0.936398	3	1	3	234779;18176;18803	Plcg2_59221;Nras_31874;Plcg1_66733	9.69721	3.68766	13.486374254895198	5.395890333333334	2.48946	7.201679317313451	11.569546	6.86144	13.612203583359602	3.68766;25.1437;0.26027	2.48946;13.5966;0.101611	6.86144;26.9108;0.936398	1	13649	Egfr_72327	17.9069	17.9069		13.5607	13.5607		23.9233	23.9233		17.9069	13.5607	23.9233	0						Hill,3(0.75);Poly 2,1(0.25)	4.040596220107559	17.52994740009308	1.9558578729629517	6.179101467132568	1.7641314649677287	4.697494029998779	0.2328764390346354	23.26638856096536	0.4218975774803333	14.452287922519666	2.1968743915978752	27.119094608402122	UP	0.75	0.25	0.0	
294	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	46	72	12	12	4	12	12	11	11	2	2	386	70	8529	0.3931	0.82404	0.77072	2.78	21416;12387	tcf7l2;ctnnb1	Tcf7l2_63599;Ctnnb1_31871	21416(-0.8115)	18.0762	18.0762	16.8787	1.6935207409417705	17.24965681909615	1.225424514281735	11.8962	11.8962	10.8691	1.4525387499133775	11.187270980286979	1.0510509550052165	25.5198	25.5198	25.357	0.23023396795447948	25.407431540834114	0.16659633480268013					16.8787;19.2737	10.8691;12.9233	25.357;25.6826	0	2	0															2	21416;12387	Tcf7l2_63599;Ctnnb1_31871	18.0762	18.0762	1.6935207409417705	11.8962	11.8962	1.4525387499133775	25.5198	25.5198	0.23023396795447948	16.8787;19.2737	10.8691;12.9233	25.357;25.6826	0						Hill,2(1)	2.6609463012535985	5.66909396648407	1.8578068017959595	3.8112871646881104	1.3813192115157975	2.834546983242035	15.729099999999997	20.4233	9.883084	13.909316	25.200712	25.838888	DOWN	0.0	1.0	0.0	
295	Dilated cardiomyopathy	61	94	13	13	1	13	13	13	12	0	0	388	94	8505	0.015443	1.0	0.035317	0.0																														0	0	0															0															0																							
296	Viral myocarditis	43	75	12	12	4	12	12	12	11	3	3	385	72	8527	0.59274	0.63465	1.0	4.0	11352;13136;12389	abl2;cd55;cav1	Abl2_63938;Cd55_29177;Cav1_31411	12389(0.3037)	14.4707	14.3847	14.272	0.2529147880215056	14.473290811417575	0.23336359002629026	12.0863	12.1823	11.8422	0.21299579808080757	12.137213438101346	0.18702167698887218	23.843	23.5164	23.373	0.6935917819584259	23.78544025016036	0.691565484846466					14.3847;14.7554;14.272	12.2344;12.1823;11.8422	23.373;24.6396;23.5164	1	2	1	11352	Abl2_63938	14.3847	14.3847		12.2344	12.2344		23.373	23.373		14.3847	12.2344	23.373	2	13136;12389	Cd55_29177;Cav1_31411	14.5137	14.5137	0.34181541802561477	12.01225	12.01225	0.24048701628158203	24.078000000000003	24.078000000000003	0.7942223366286784	14.7554;14.272	12.1823;11.8422	24.6396;23.5164	0						Hill,3(1)	4.751452420249983	16.306978464126587	2.1371848583221436	7.143772602081299	2.8571694947813477	7.0260210037231445	14.184499974945261	14.75690002505474	11.845272564538115	12.327327435461884	23.058127012038256	24.62787298796175	DOWN	0.3333333333333333	0.6666666666666666	0.0	
297	Type 2 diabetes mellitus	34	48	13	11	4	13	10	10	13	4	4	384	44	8555	0.9452	0.15177	0.15177	8.33	20927;15277;15275;16150	abcc8;hk2;hk1;ikbkb	Abcc8_64221;Hk2_69990;Hk1_75101;Ikbkb_67891,Ikbkb_80666	15275(-0.2021)	11.9584	10.993089999999999	1.96492	9.293116475395466	16.227210550693485	10.086431665919491	7.7620450000000005	8.38962	1.41764	5.161797325877231	9.6921040534316	5.188388169104401	14.93977	15.997775	3.05863	9.15752529139833	18.26208596550489	9.619670897754423	1.5	10.993089999999999			23.8825;1.96492;8.23913;13.74705	12.8513;1.41764;5.84082;10.93842	24.7049;3.05863;13.4657;18.52985	4	1	3	20927;15277;16150	Abcc8_64221;Hk2_69990;Ikbkb_67891,Ikbkb_80666	13.198156666666668	13.74705	10.969094820568985	8.402453333333334	10.93842	6.12417263389377	15.431126666666666	18.52985	11.150866152484896	23.8825;1.96492;13.74705	12.8513;1.41764;10.93842	24.7049;3.05863;18.52985	1	15275	Hk1_75101	8.23913	8.23913		5.84082	5.84082		13.4657	13.4657		8.23913	5.84082	13.4657	0						Hill,3(0.6);Linear,1(0.2);Poly 2,1(0.2)	4.832301401489757	25.138339281082153	2.8648769855499268	6.465006351470947	1.4587770114415393	5.084364414215088	2.851145854112442	21.065654145887557	2.7034836206403146	12.820606379359686	5.965395214429641	23.914144785570357	UP	0.75	0.25	0.0	
298	Type 1 diabetes mellitus	22	46	3	3	0	3	3	3	3	0	0	388	46	8553	0.13064	1.0	0.26642	0.0																														0	0	0															0															0																							
299	Maturity onset diabetes of the young	11	25	1	1	0	1	1	1	1	0	0	388	25	8574	0.33126	1.0	0.62528	0.0																														0	0	0															0															0																							
3	AKT signaling pathway	19	21	10	10	2	10	10	10	10	2	2	386	19	8580	0.94032	0.22906	0.22906	9.52	18035;16150	nfkbia;ikbkb	Nfkbia_55629;Ikbkb_67891,Ikbkb_80666		17.442025	17.442025	13.74705	5.225483757629525	17.928500547356077	5.179996485027679	11.56446	11.56446	10.93842	0.8853542585880738	11.646883602775878	0.8776473452423161	22.004875	22.004875	18.52985	4.9144274845855955	22.462392219724368	4.8716479232967425	0.5	17.442025			21.137;13.74705	12.1905;10.93842	25.4799;18.52985	3	0	2	18035;16150	Nfkbia_55629;Ikbkb_67891,Ikbkb_80666	17.442025	17.442025	5.225483757629525	11.56446	11.56446	0.8853542585880738	22.004875	22.004875	4.9144274845855955	21.137;13.74705	12.1905;10.93842	25.4799;18.52985	0															0						Hill,3(1)	9.53811013790542	34.214608669281006	6.240021705627441	21.509580612182617	8.75165948051846	6.465006351470947	10.199874000000001	24.684176	10.3374216	12.7914984	15.193825999999998	28.815924	UP	1.0	0.0	0.0	
30	TNFR1 signaling pathway	28	29	11	9	1	11	8	8	11	1	1	387	28	8571	0.64182	0.72249	1.0	3.45	19766	ripk1	Ripk1_65501	19766(0.2979)	13.6377	13.6377	13.6377		13.6377		9.41023	9.41023	9.41023		9.41023		19.2397	19.2397	19.2397		19.2397						13.6377	9.41023	19.2397	0	1	0															1	19766	Ripk1_65501	13.6377	13.6377		9.41023	9.41023		19.2397	19.2397		13.6377	9.41023	19.2397	0						Hill,1(1)	2.0685465335845947	2.0685465335845947	2.0685465335845947	2.0685465335845947	0.0	2.0685465335845947	13.6377	13.6377	9.41023	9.41023	19.2397	19.2397	DOWN	0.0	1.0	0.0	
301	Autoimmune thyroid disease	21	55	3	3	0	3	3	3	3	0	0	388	55	8544	0.087614	1.0	0.17524	0.0																														0	0	0															0															0																							
302	Systemic lupus erythematosus	29	121	5	5	3	5	4	4	5	3	3	385	118	8481	0.22681	0.89971	0.49453	2.48	246256;20641;20823	fcgr4;snrpd1;ssb	Fcgr4_54594;Snrpd1_63068;Ssb_64432		13.931666666666667	13.972	13.7146	0.19997423167329648	13.92385732647815	0.18758852384946745	10.949033333333333	10.521	10.2757	0.9616649225865287	10.796221449228794	0.8942461286741424	22.6433	22.5035	21.7046	1.0158405337453194	22.77454060089974	1.0753847328401955					13.972;14.1084;13.7146	10.2757;12.0504;10.521	23.7218;22.5035;21.7046	0	3	0															3	246256;20641;20823	Fcgr4_54594;Snrpd1_63068;Ssb_64432	13.931666666666667	13.972	0.19997423167329648	10.949033333333333	10.521	0.9616649225865287	22.6433	22.5035	1.0158405337453194	13.972;14.1084;13.7146	10.2757;12.0504;10.521	23.7218;22.5035;21.7046	0						Hill,3(1)	35.15446200200412	138.05563640594482	15.237196922302246	91.7380142211914	40.37888480778785	31.080425262451172	13.705374520751015	14.157958812582319	9.860807029559263	12.037259637107406	21.49376822100126	23.79283177899874	DOWN	0.0	1.0	0.0	
303	Allograft rejection	17	40	3	3	0	3	3	3	3	0	0	388	40	8559	0.17046	1.0	0.41851	0.0																														0	0	0															0															0																							
304	Graft-versus-host disease	17	38	3	3	0	3	3	3	3	0	0	388	38	8561	0.18626	1.0	0.41107	0.0																														0	0	0															0															0																							
305	Primary immunodeficiency	13	34	2	2	0	2	1	1	2	0	0	388	34	8565	0.22238	1.0	0.40225	0.0																														0	0	0															0															0																							
306	Bacterial invasion of epithelial cells	56	67	17	15	5	17	15	14	16	3	3	385	64	8535	0.67198	0.55766	0.76565	4.48	68089;12387;12389	arpc4;ctnnb1;cav1	Arpc4_54670;Ctnnb1_31871;Cav1_31411	12389(0.3037)	15.5649	14.272	13.149	3.2606257574275603	14.548007155963305	2.4316531417807634	10.524553333333332	11.8422	6.80816	3.2635684240618215	10.064457504587157	3.1755867120489456	21.324833333333334	23.5164	14.7755	5.774377104357966	20.470435412844033	5.570191991837125					13.149;19.2737;14.272	6.80816;12.9233;11.8422	14.7755;25.6826;23.5164	0	3	0															3	68089;12387;12389	Arpc4_54670;Ctnnb1_31871;Cav1_31411	15.5649	14.272	3.2606257574275603	10.524553333333332	11.8422	3.2635684240618215	21.324833333333334	23.5164	5.774377104357966	13.149;19.2737;14.272	6.80816;12.9233;11.8422	14.7755;25.6826;23.5164	0						Hill,3(1)	3.215392869069169	11.430611968040466	1.8578068017959595	7.0260210037231445	2.8062041538993947	2.5467841625213623	11.875154608796246	19.254645391203752	6.831478001357661	14.217628665309006	14.79051050915052	27.859156157516146	DOWN	0.0	1.0	0.0	
307	Vibrio cholerae infection	44	53	19	19	6	19	17	17	18	5	5	383	48	8551	0.97418	0.077382	0.077382	9.43	234779;54411;66335;18803;21872	plcg2;atp6ap1;atp6v1c1;plcg1;tjp1	Plcg2_59221;Atp6ap1_68934;Atp6v1c1_63894;Plcg1_66733;Tjp1_79252	54411(-0.8958);66335(-0.2304);18803(-0.4784)	6.482867199999999	3.68766	0.26027	6.745338834260975	8.044880451044776	7.064741310171688	4.944660799999999	2.48946	0.101611	5.471492922026099	6.18672799119403	5.66059858612858	9.9501116	6.86144	0.936398	9.136444908444027	11.598221917910447	9.48066407848503	1.5	2.340983			3.68766;13.4882;0.994306;0.26027;13.9839	2.48946;10.0361;0.484433;0.101611;11.6117	6.86144;16.0803;3.24862;0.936398;22.6238	4	1	4	234779;54411;66335;18803	Plcg2_59221;Atp6ap1_68934;Atp6v1c1_63894;Plcg1_66733	4.607609	2.340983	6.100997667666386	3.277901	1.4869465	4.625551302825282	6.781689500000001	5.05503	6.661344463513928	3.68766;13.4882;0.994306;0.26027	2.48946;10.0361;0.484433;0.101611	6.86144;16.0803;3.24862;0.936398	1	21872	Tjp1_79252	13.9839	13.9839		11.6117	11.6117		22.6238	22.6238		13.9839	11.6117	22.6238	0						Hill,4(0.8);Poly 2,1(0.2)	4.746256627096987	26.211437821388245	1.9888149499893188	7.6500749588012695	2.2772280937885663	4.801580905914307	0.5703170234467239	12.395417376553276	0.14868579607274945	9.740635803927251	1.9416645399186248	17.958558660081373	UP	0.8	0.2	0.0	
308	Epithelial cell signaling in Helicobacter pylori infection	56	64	27	26	8	27	24	24	27	8	8	380	56	8543	0.99841	0.0059824	0.0059824	12.5	234779;54411;13649;66335;18803;18035;16150;21872	plcg2;atp6ap1;egfr;atp6v1c1;plcg1;nfkbia;ikbkb;tjp1	Plcg2_59221;Atp6ap1_68934;Egfr_72327;Atp6v1c1_63894;Plcg1_66733;Nfkbia_55629;Ikbkb_67891,Ikbkb_80666;Tjp1_79252	54411(-0.8958);13649(-0.2211);66335(-0.2304);18803(-0.4784)	10.65066075	13.617625	0.26027	7.937747473216743	13.678101142509135	7.206449494968735	7.6766155000000005	10.48726	0.101611	5.640463429239125	9.765858007628694	4.932899225620637	14.710451	17.305075000000002	0.936398	9.729543268223965	18.15041091095583	8.776364319592775	2.5	8.58793	5.5	15.9454	3.68766;13.4882;17.9069;0.994306;0.26027;21.137;13.74705;13.9839	2.48946;10.0361;13.5607;0.484433;0.101611;12.1905;10.93842;11.6117	6.86144;16.0803;23.9233;3.24862;0.936398;25.4799;18.52985;22.6238	7	2	6	234779;54411;66335;18803;18035;16150	Plcg2_59221;Atp6ap1_68934;Atp6v1c1_63894;Plcg1_66733;Nfkbia_55629;Ikbkb_67891,Ikbkb_80666	8.885747666666667	8.58793	8.468787912548091	6.040087333333333	6.262779999999999	5.595124785186607	11.856084666666668	11.470870000000001	9.656769266953551	3.68766;13.4882;0.994306;0.26027;21.137;13.74705	2.48946;10.0361;0.484433;0.101611;12.1905;10.93842	6.86144;16.0803;3.24862;0.936398;25.4799;18.52985	2	13649;21872	Egfr_72327;Tjp1_79252	15.9454	15.9454	2.773979902594841	12.586200000000002	12.586200000000002	1.3781511165325744	23.27355	23.27355	0.9188852621519833	17.9069;13.9839	13.5607;11.6117	23.9233;22.6238	0						Hill,8(0.89);Poly 2,1(0.12)	6.167635678206228	66.60514795780182	1.9888149499893188	21.509580612182617	5.55441608139133	6.240021705627441	5.150082385655217	16.151239114344783	3.7679737589472806	11.58525724105272	7.968221497647094	21.45268050235291	UP	0.75	0.25	0.0	
309	Pathogenic Escherichia coli infection	39	51	15	14	5	13	12	12	14	3	3	385	48	8551	0.82301	0.37907	0.48371	5.88	68089;22145;12387	arpc4;tuba4a;ctnnb1	Arpc4_54670;Tuba4a_29527;Ctnnb1_31871	22145(-0.5363)	16.2616	16.3621	13.149	3.063586576220761	15.797603449146129	2.2003996204519654	9.990986666666666	10.2415	6.80816	3.06525724899776	9.596590275090437	2.255576669331041	21.99593333333333	25.5297	14.7755	6.25354601352973	22.70831382182216	5.815097530972035	1.5	17.8179			13.149;16.3621;19.2737	6.80816;10.2415;12.9233	14.7755;25.5297;25.6826	1	2	1	22145	Tuba4a_29527	16.3621	16.3621		10.2415	10.2415		25.5297	25.5297		16.3621	10.2415	25.5297	2	68089;12387	Arpc4_54670;Ctnnb1_31871	16.21135	16.21135	4.330816902733262	9.86573	9.86573	4.3240569619051055	20.22905	20.22905	7.712484373079796	13.149;19.2737	6.80816;12.9233	14.7755;25.6826	0						Hill,3(1)	3.0629198064687992	10.47774350643158	1.8578068017959595	6.073152542114258	2.261235040953077	2.5467841625213623	12.79482543244512	19.728374567554884	6.522321554891818	13.459651778441515	14.919379843703197	29.07248682296347	DOWN	0.3333333333333333	0.6666666666666666	0.0	
31	MEF2D role in T cell apoptosis	20	28	7	7	3	7	6	6	7	3	3	385	25	8574	0.96915	0.11826	0.11826	10.71	15182;18803;12336	hdac2;plcg1;capns1	Hdac2_65110;Plcg1_66733;Capns1_74461	15182(-0.4055);18803(-0.4784)	5.94353	5.07522	0.26027	6.163459902871115	6.625468393697084	6.71817224160579	3.918467	3.26712	0.101611	4.180758345584806	4.39258841251176	4.556275738910607	11.715766000000002	10.4357	0.936398	11.473083540272333	12.922396077140169	12.507307661937507	0.5	2.667745	1.5	8.785160000000001	5.07522;0.26027;12.4951	3.26712;0.101611;8.38667	10.4357;0.936398;23.7752	1	2	1	18803	Plcg1_66733	0.26027	0.26027		0.101611	0.101611		0.936398	0.936398		0.26027	0.101611	0.936398	2	15182;12336	Hdac2_65110;Capns1_74461	8.785160000000001	8.785160000000001	5.246647463590441	5.826895	5.826895	3.6200685216235904	17.10545	17.10545	9.432450907637948	5.07522;12.4951	3.26712;8.38667	10.4357;23.7752	0						Hill,1(0.34);Linear,1(0.34);Poly 2,1(0.34)	3.4972222576175174	10.756118059158325	2.6536552906036377	4.593407154083252	0.9721252720546777	3.5090556144714355	-1.0310814587617205	12.918141458761722	-0.812506434230718	8.649440434230717	-1.2672502260061442	24.69878222600615	DOWN	0.3333333333333333	0.6666666666666666	0.0	
310	Shigellosis	51	57	16	15	4	16	14	14	15	3	3	385	54	8545	0.76889	0.44909	0.73679	5.26	68089;18035;16150	arpc4;nfkbia;ikbkb	Arpc4_54670;Nfkbia_55629;Ikbkb_67891,Ikbkb_80666		16.011016666666666	13.74705	13.149	4.449291494253135	16.80746701331737	4.642845437954174	9.979026666666668	10.93842	6.80816	2.8165089463613167	10.511959280263357	2.5975944755650184	19.59508333333333	18.52985	14.7755	5.431122018591864	20.659428946580878	5.434845661608641	1.5	17.442025			13.149;21.137;13.74705	6.80816;12.1905;10.93842	14.7755;25.4799;18.52985	3	1	2	18035;16150	Nfkbia_55629;Ikbkb_67891,Ikbkb_80666	17.442025	17.442025	5.225483757629525	11.56446	11.56446	0.8853542585880738	22.004875	22.004875	4.9144274845855955	21.137;13.74705	12.1905;10.93842	25.4799;18.52985	1	68089	Arpc4_54670	13.149	13.149		6.80816	6.80816		14.7755	14.7755		13.149	6.80816	14.7755	0						Hill,4(1)	6.856378507294901	36.76139283180237	2.5467841625213623	21.509580612182617	8.406988064703288	6.352514028549194	10.976169368522747	21.045863964810586	6.791846757887544	13.166206575445791	13.449190204839333	25.740976461827337	UP	0.6666666666666666	0.3333333333333333	0.0	
