979	BRCA1, BRCA2 and ATR roles in cancer susceptibility	21	22	9	9	6	8	8	7	8	5	5	889	17	8076	0.98235	0.06076	0.06076	22.73	211651;14087;12190;27354;19367	fancd2;fanca;brca2;nbn;rad9a	Fancd2_32130,Fancd2_72845;Fanca_80040;Brca2_75334;Nbn_61517;Rad9a_31591	211651(0.2892);12190(0.06121)	19.1501846	17.9982	3.32815	16.09493615206537	21.372068864571457	17.196484688069575	12.3168202	12.1749	0.72256	11.18885169291336	13.568644778816768	11.477350262147294	31.293906	37.3535	13.9485	12.133570575542889	31.973302019796563	13.201904284857223	0.5	4.300511500000001	1.5	11.6355365	5.272873000000001;26.9587;3.32815;42.193;17.9982	1.7892409999999999;21.4933;0.72256;25.4041;12.1749	23.83503;37.3535;13.9485;43.8282;37.5043	2	4	2	14087;19367	Fanca_80040;Rad9a_31591	22.478450000000002	22.478450000000002	6.33603031282205	16.8341	16.8341	6.5891038298087246	37.4289	37.4289	0.10663170260278633	26.9587;17.9982	21.4933;12.1749	37.3535;37.5043	3	211651;12190;27354	Fancd2_32130,Fancd2_72845;Brca2_75334;Nbn_61517	16.931341	5.272873000000001	21.898836691954507	9.305300333333333	1.7892409999999999	13.952167040267986	27.203909999999997	23.83503	15.222060713428407	5.272873000000001;3.32815;42.193	1.7892409999999999;0.72256;25.4041	23.83503;13.9485;43.8282	0						Exp 2,3(0.5);Exp 4,1(0.17);Hill,1(0.17);Power,1(0.17)	5.228099786349256	39.1684353351593	1.9139118194580078	15.271834373474121	4.8854536148508245	4.87895393371582	5.042351038821474	33.258018161178526	2.509359273596992	22.12428112640301	20.65836246225159	41.92944953774841	DOWN	0.4	0.6	0.0	
98	Activation of PKC through G-protein coupled receptors	6	7	5	5	3	5	5	5	5	3	3	891	4	8089	0.99734	0.025279	0.025279	42.86	18795;18750;18035	plcb1;prkca;nfkbia	Plcb1_67259;Prkca_56923;Nfkbia_55629		10.312466666666667	12.6364	2.8669	6.598039751572686	11.503345706497047	6.727480050290202	5.97098	7.13116	1.54729	3.972753979835651	6.775952189913676	4.1047583543484745	17.57618666666667	21.1265	6.60506	9.696360544788607	19.275314968196273	9.85384662076305	0.0	2.8669	0.0	2.8669	12.6364;2.8669;15.4341	7.13116;1.54729;9.23449	21.1265;6.60506;24.997	1	2	1	18035	Nfkbia_55629	15.4341	15.4341		9.23449	9.23449		24.997	24.997		15.4341	9.23449	24.997	2	18795;18750	Plcb1_67259;Prkca_56923	7.75165	7.75165	6.908079698801976	4.339225	4.339225	3.9483923422641287	13.86578	13.86578	10.268208696593577	12.6364;2.8669	7.13116;1.54729	21.1265;6.60506	0						Exp 4,1(0.34);Power,2(0.67)	5.8679701690978865	22.21336007118225	2.0713131427764893	12.040188789367676	5.0208963827929525	8.101858139038086	2.846081814345758	17.778851518987576	1.4753856638227516	10.46657433617725	6.603721780107659	28.548651553225678	DOWN	0.3333333333333333	0.6666666666666666	0.0	
980	Amyloids	10	54	8	7	1	8	7	7	8	1	1	893	53	8040	0.024012	0.99657	0.039704	1.85	227753	gsn	Gsn_79720		25.1505	25.1505	25.1505		25.1505		9.19113	9.19113	9.19113		9.19113		42.5905	42.5905	42.5905		42.5905						25.1505	9.19113	42.5905	0	1	0															1	227753	Gsn_79720	25.1505	25.1505		9.19113	9.19113		42.5905	42.5905		25.1505	9.19113	42.5905	0						Power,1(1)	3.3376474380493164	3.3376474380493164	3.3376474380493164	3.3376474380493164	0.0	3.3376474380493164	25.1505	25.1505	9.19113	9.19113	42.5905	42.5905	DOWN	0.0	1.0	0.0	
982	Nef in HIV-1 replication and disease pathogenesis	22	37	14	13	5	13	13	12	13	4	4	890	33	8060	0.69463	0.50954	0.78271	10.81	15006;14972;14964;19353	h2-q1;h2-k1;h2-d1;rac1	H2-Q1_72924;H2-K1_74158;H2-D1_72476;Rac1_30873	14972(-0.2947);19353(0.02082)	14.600810000000001	9.06662	1.7402	16.39916145902182	20.20773882562731	18.55454337305094	8.66053975	5.611565	0.258429	10.118633484504725	12.15632839166985	11.307969756941022	24.9197325	25.635550000000002	9.10053	13.313151939525504	26.55891295928332	14.358126338248018	0.5	4.43187	2.5	24.769750000000002	38.5298;11.0097;1.7402;7.12354	23.1606;7.57632;0.258429;3.64681	39.3073;19.5756;9.10053;31.6955	3	1	3	15006;14972;14964	H2-Q1_72924;H2-K1_74158;H2-D1_72476	17.093233333333334	11.0097	19.13441142035295	10.331783	7.57632	11.697084738796544	22.66114333333333	19.5756	15.33794874501259	38.5298;11.0097;1.7402	23.1606;7.57632;0.258429	39.3073;19.5756;9.10053	1	19353	Rac1_30873	7.12354	7.12354		3.64681	3.64681		31.6955	31.6955		7.12354	3.64681	31.6955	0						Exp 4,1(0.25);Linear,1(0.25);Poly 2,1(0.25);Power,1(0.25)	2.8332255529101533	12.569953441619873	1.967911720275879	5.8602142333984375	1.8279398945826042	2.3709137439727783	-1.470368229841382	30.671988229841382	-1.255721064814633	18.57680056481463	11.872843599265007	37.966621400734994	UP	0.75	0.25	0.0	
983	HIV infection	173	203	78	75	26	66	71	59	71	20	20	874	183	7910	0.54094	0.55359	1.0	9.85	66464;72504;20924;101739;234724;15006;14972;14964;19069;14884;16881;11740;57296;19182;19177;19175;26443;19166;26440;19353	taf12;taf4b;supt5;psip1;tat;h2-q1;h2-k1;h2-d1;nup88;gtf2h1;lig1;slc25a5;psmd8;psmc3;psmb7;psmb6;psma6;psma2;psma1;rac1	Taf12_61432;Taf4b_60111;Supt5_67274;Psip1_30136,Psip1_68280;Tat_60031;H2-Q1_72924;H2-K1_74158;H2-D1_72476;Nup88_63395;Gtf2h1_74444;Lig1_29706;Slc25a5_71436;Psmd8_31614;Psmc3_54556;Psmb7_67113;Psmb6_69968;Psma6_55725;Psma2_31299;Psma1_73656;Rac1_30873	101739(0.3556);14972(-0.2947);16881(0.3152);57296(0.4123);19353(0.02082)	14.238909399999997	12.425	0.265188	10.124923995519227	16.485591117309937	11.250129259846132	8.730981750000002	8.1852	0.119631	6.1622079791280795	10.100727136595323	6.81586326319055	24.307586399999998	24.5375	0.792343	12.423754145349685	24.99233958037481	11.203306974713781	9.5	12.425			13.5683;22.999;13.0337;5.79031;17.3373;38.5298;11.0097;1.7402;12.3684;5.87418;0.265188;22.3721;30.7661;12.4816;23.3586;24.0615;12.184;2.35554;7.55913;7.12354	9.00044;12.2634;8.89869;3.6955999999999998;10.4;23.1606;7.57632;0.258429;8.19439;2.91548;0.119631;13.2446;17.4311;8.17601;16.2043;15.0914;8.07065;0.945435;5.32635;3.64681	26.878;42.2959;24.1615;11.209724999999999;27.4705;39.3073;19.5756;9.10053;24.1056;9.63853;0.792343;27.1088;39.4091;24.9135;38.295;43.3268;23.7035;10.6942;12.4698;31.6955	10	11	10	72504;20924;234724;15006;14972;14964;14884;11740;19177;19175	Taf4b_60111;Supt5_67274;Tat_60031;H2-Q1_72924;H2-K1_74158;H2-D1_72476;Gtf2h1_74444;Slc25a5_71436;Psmb7_67113;Psmb6_69968	18.031608	19.8547	10.627054263036811	11.0013219	11.331700000000001	6.629703996180496	28.028046	27.28965	12.711458084476552	22.999;13.0337;17.3373;38.5298;11.0097;1.7402;5.87418;22.3721;23.3586;24.0615	12.2634;8.89869;10.4;23.1606;7.57632;0.258429;2.91548;13.2446;16.2043;15.0914	42.2959;24.1615;27.4705;39.3073;19.5756;9.10053;9.63853;27.1088;38.295;43.3268	10	66464;101739;19069;16881;57296;19182;26443;19166;26440;19353	Taf12_61432;Psip1_30136,Psip1_68280;Nup88_63395;Lig1_29706;Psmd8_31614;Psmc3_54556;Psma6_55725;Psma2_31299;Psma1_73656;Rac1_30873	10.4462108	9.871565	8.456869910783103	6.4606416	6.6985	4.975692835684969	20.5871268	23.90455	11.554589188391729	13.5683;5.79031;12.3684;0.265188;30.7661;12.4816;12.184;2.35554;7.55913;7.12354	9.00044;3.6955999999999998;8.19439;0.119631;17.4311;8.17601;8.07065;0.945435;5.32635;3.64681	26.878;11.209724999999999;24.1056;0.792343;39.4091;24.9135;23.7035;10.6942;12.4698;31.6955	0						Exp 2,6(0.29);Exp 4,4(0.2);Hill,4(0.2);Linear,2(0.1);Poly 2,2(0.1);Power,3(0.15)	2.387279109818884	56.47348427772522	1.533194661140442	8.686941146850586	1.710833124712131	2.0281126499176025	9.801465809084046	18.67635299091595	6.03027502716689	11.431688472833109	18.86263607426964	29.75253672573034	CONFLICT	0.5	0.5	0.0	
984	Latent infection of Homo sapiens with Mycobacterium tuberculosis	21	36	10	9	3	9	9	9	10	2	2	892	34	8059	0.29079	0.886	0.57605	5.56	14163;114143	fgd1;atp6v0b	Fgd1_60507;Atp6v0b_30568		6.6781455	6.6781455	0.356991	8.93946242375572	6.271768789297659	8.920969922813212	4.4102665	4.4102665	0.125223	6.059966633058675	4.134788043849869	6.047430763074415	13.43605	13.43605	1.777	16.488386634386032	12.686508695652174	16.454278151020574	0.5	6.6781455			12.9993;0.356991	8.69531;0.125223	25.0951;1.777	1	1	1	114143	Atp6v0b_30568	0.356991	0.356991		0.125223	0.125223		1.777	1.777		0.356991	0.125223	1.777	1	14163	Fgd1_60507	12.9993	12.9993		8.69531	8.69531		25.0951	25.0951		12.9993	8.69531	25.0951	0						Exp 4,1(0.5);Linear,1(0.5)	2.663040811311881	5.335723400115967	2.5075504779815674	2.8281729221343994	0.22671430446107266	2.6678617000579834	-5.7113173199999965	19.067608319999998	-3.988418759999999	12.80895176	-9.415687999999998	36.287788	CONFLICT	0.5	0.5	0.0	
985	Influenza infection	94	129	57	56	21	46	51	42	51	17	17	877	112	7981	0.91233	0.13946	0.23351	13.18	19069;54127;20054;20042;27050;16898;19981;57808;68193;19934;66480;110954;20005;26961;27176;66211;14109	nup88;rps28;rps15;rps12;rps3;rps2;rpl37a;rpl35a;rpl24;rpl22;rpl15;rpl10;rpl9;rpl8;rpl7a;rpl3l;fau	Nup88_63395;Rps28_75512;Rps15_62945;Rps12-ps3_67858,Rps12_72691;Rps3_64318;Rps2_66062;Rpl37a_71564;Rpl35a_79507;Gm17430_55995;Rpl22_29339;Rpl15_70091;Rpl10_68659;Rpl9-ps6_75127,Rpl9_77075;Rpl8_62432;Rpl7a-ps3_65268;Rpl3l_31740,Rpl3l_66037;Fau_78981	20042(-0.3669);16898(-0.2333);19934(-0.06469);110954(-0.05091)	9.616128529411764	6.83808	1.96675	7.026885681989073	10.857109689420774	8.014342465203612	6.164783823529412	4.924195	1.15234	4.496454311866717	6.883763207510187	4.865107362894194	15.001927941176472	13.605235	4.07827	8.356936924381866	15.484762394781791	8.794189610951	5.5	5.87238	11.5	12.47045	12.3684;12.6257;9.10838;7.514514999999999;5.89321;22.1312;1.96675;3.32949;14.4276;2.64791;12.5725;6.83808;6.82837;5.85155;5.24512;28.4664;5.65901	8.19439;8.77887;6.57611;1.78167;4.31343;11.8191;1.15234;1.94963;10.3894;1.83816;8.8036;4.9571;4.924195;4.32313;2.53143;18.31755;4.15122	24.1056;22.4017;14.456;13.605235;8.95017;23.7863;4.07827;7.02465;24.3059;4.55752;21.9651;10.6284;10.76979;8.71787;14.2972;32.83395;8.54912	19	1	16	54127;20054;20042;27050;16898;19981;57808;68193;19934;66480;110954;20005;26961;27176;66211;14109	Rps28_75512;Rps15_62945;Rps12-ps3_67858,Rps12_72691;Rps3_64318;Rps2_66062;Rpl37a_71564;Rpl35a_79507;Gm17430_55995;Rpl22_29339;Rpl15_70091;Rpl10_68659;Rpl9-ps6_75127,Rpl9_77075;Rpl8_62432;Rpl7a-ps3_65268;Rpl3l_31740,Rpl3l_66037;Fau_78981	9.4441115625	6.833225	7.220274798859047	6.0379334375	4.6236625	4.6123953610586925	14.432948437500002	12.1875125	8.283951023375602	12.6257;9.10838;7.514514999999999;5.89321;22.1312;1.96675;3.32949;14.4276;2.64791;12.5725;6.83808;6.82837;5.85155;5.24512;28.4664;5.65901	8.77887;6.57611;1.78167;4.31343;11.8191;1.15234;1.94963;10.3894;1.83816;8.8036;4.9571;4.924195;4.32313;2.53143;18.31755;4.15122	22.4017;14.456;13.605235;8.95017;23.7863;4.07827;7.02465;24.3059;4.55752;21.9651;10.6284;10.76979;8.71787;14.2972;32.83395;8.54912	1	19069	Nup88_63395	12.3684	12.3684		8.19439	8.19439		24.1056	24.1056		12.3684	8.19439	24.1056	0						Exp 2,6(0.3);Exp 4,4(0.2);Hill,2(0.1);Linear,5(0.25);Poly 2,1(0.05);Power,2(0.1)	3.504272857470041	99.44053518772125	1.8226581811904907	27.05336570739746	6.345532000850524	2.9252015352249146	6.2757591119692115	12.95649794685432	4.027305123856632	8.302262523202192	11.029292297301904	18.974563585051037	UP	0.9411764705882353	0.058823529411764705	0.0	
986	APOBEC3G-mediated resistance to HIV-1 infection	3	5	3	3	1	2	3	2	3	1	1	893	4	8089	0.91935	0.40787	0.40787	20.0	101739	psip1	Psip1_30136,Psip1_68280	101739(0.3556)	5.79031	5.79031	5.79031		5.79031		3.6955999999999998	3.6955999999999998	3.6955999999999998		3.6955999999999998		11.209724999999999	11.209724999999999	11.209724999999999		11.209724999999999		0.0	5.79031	0.0	5.79031	5.79031	3.6955999999999998	11.209724999999999	0	2	0															1	101739	Psip1_30136,Psip1_68280	5.79031	5.79031		3.6955999999999998	3.6955999999999998		11.209724999999999	11.209724999999999		5.79031	3.6955999999999998	11.209724999999999	0						Exp 2,1(0.5);Exp 4,1(0.5)	2.7708815420014705	6.050081133842468	1.8113330602645874	4.238748073577881	1.7164416166678633	3.025040566921234	5.79031	5.79031	3.6955999999999998	3.6955999999999998	11.209724999999999	11.209724999999999	DOWN	0.0	1.0	0.0	
987	Hypothetical network for drug addiction	16	30	8	8	4	7	8	7	8	4	4	890	26	8067	0.82749	0.34881	0.53442	13.33	387609;53623;11514;12912	zhx2;gria3;adcy8;creb1	Zhx2_60658;Gria3_31247;Adcy8_58220;Creb1_64373	12912(-0.3088)	24.236507500000002	25.778	3.71743	19.451610796149804	22.819155558653783	20.12524910086996	14.603607499999999	15.348295	1.69444	11.68469223379425	13.405487853576293	11.995480850124112	28.798050000000003	30.93785	10.303	15.838749996238121	27.14716321250243	16.722364163337875	0.5	7.630015	2.0	40.0134	3.71743;41.6726;40.0134;11.5426	1.69444;26.0234;22.8125;7.88409	10.303;43.0135;40.9202;20.9555	3	1	3	387609;11514;12912	Zhx2_60658;Adcy8_58220;Creb1_64373	18.424476666666667	11.5426	19.101558297731454	10.79701	7.88409	10.85619370385864	24.05956666666667	20.9555	15.542832958097868	3.71743;40.0134;11.5426	1.69444;22.8125;7.88409	10.303;40.9202;20.9555	1	53623	Gria3_31247	41.6726	41.6726		26.0234	26.0234		43.0135	43.0135		41.6726	26.0234	43.0135	0						Exp 4,1(0.25);Linear,1(0.25);Power,2(0.5)	3.016291764956432	13.071650505065918	2.010669708251953	5.527369499206543	1.5919209998937338	2.766805648803711	5.173928919773189	43.299086080226814	3.1526091108816345	26.054605889118363	13.276075003686634	44.320024996313364	UP	0.75	0.25	0.0	
988	Gap junction trafficking and regulation	15	27	11	11	5	8	11	8	9	4	4	890	23	8070	0.87582	0.27871	0.33752	14.81	14610;13429;21872;20779	gja10;dnm1;tjp1;src	Gja10_57012;Dnm1_29660;Tjp1_75295,Tjp1_79252;Src_61324	21872(-0.351)	24.635062499999997	22.953625	14.8715	10.71142176785876	32.488272034555706	10.09279452846108	14.592537499999999	12.663499999999999	9.78965	6.29654950844442	19.766936364598024	6.41026325588101	32.4103	33.50195	24.1279	7.083224582537738	35.80448026093089	6.0767976642714725	0.5	15.935174999999997	1.5	22.953625	37.7615;28.9084;16.998849999999997;14.8715	23.2535;15.2536;9.78965;10.0734	38.5094;38.1028;24.1279;28.9011	3	2	3	14610;13429;20779	Gja10_57012;Dnm1_29660;Src_61324	27.180466666666664	28.9084	11.54241483413819	16.1935	15.2536	6.640129366962657	35.1711	38.1028	5.4337837544385295	37.7615;28.9084;14.8715	23.2535;15.2536;10.0734	38.5094;38.1028;28.9011	1	21872	Tjp1_75295,Tjp1_79252	16.998849999999997	16.998849999999997		9.78965	9.78965		24.1279	24.1279		16.998849999999997	9.78965	24.1279	0						Exp 2,1(0.2);Hill,1(0.2);Poly 2,1(0.2);Power,2(0.4)	3.535960351397794	18.65069842338562	1.8442871570587158	4.858766555786133	1.2029449820083737	3.8556594848632812	14.137869167498419	35.13225583250157	8.42191898172447	20.76315601827553	25.468739909113033	39.351860090886966	UP	0.75	0.25	0.0	
989	Gap junction assembly	5	17	4	4	2	2	4	2	3	1	1	893	16	8077	0.48453	0.83185	1.0	5.88	14610	gja10	Gja10_57012		37.7615	37.7615	37.7615		37.7615		23.2535	23.2535	23.2535		23.2535		38.5094	38.5094	38.5094		38.5094		0.0	37.7615			37.7615	23.2535	38.5094	1	0	1	14610	Gja10_57012	37.7615	37.7615		23.2535	23.2535		38.5094	38.5094		37.7615	23.2535	38.5094	0															0						Power,1(1)	4.6554131507873535	4.6554131507873535	4.6554131507873535	4.6554131507873535	0.0	4.6554131507873535	37.7615	37.7615	23.2535	23.2535	38.5094	38.5094	UP	1.0	0.0	0.0	
99	Phospholipase C delta-1 interactions in phospholipid-associated cell signaling	3	5	2	2	2	2	2	2	2	2	2	892	3	8090	0.99159	0.08065	0.08065	40.0	18799;18750	plcd1;prkca	Plcd1_61543;Prkca_56923		5.924029999999999	5.924029999999999	2.8669	4.32343470793766	6.263832708072311	4.296644727339398	3.055415	3.055415	1.54729	2.132810828753923	3.2230444299266154	2.119594956517625	11.383379999999999	11.383379999999999	6.60506	6.75756494935861	11.914494501521391	6.7156919835075275	0.0	2.8669	0.0	2.8669	8.98116;2.8669	4.56354;1.54729	16.1617;6.60506	0	2	0															2	18799;18750	Plcd1_61543;Prkca_56923	5.924029999999999	5.924029999999999	4.32343470793766	3.055415	3.055415	2.132810828753923	11.383379999999999	11.383379999999999	6.75756494935861	8.98116;2.8669	4.56354;1.54729	16.1617;6.60506	0						Exp 4,1(0.5);Power,1(0.5)	2.2419548431776057	4.497967720031738	2.0713131427764893	2.426654577255249	0.2512643379564863	2.248983860015869	-0.06794480000000025	11.9160048	0.09949000000000074	6.011339999999999	2.017872800000001	20.7488872	DOWN	0.0	1.0	0.0	
990	Cell junction organization	43	80	16	16	8	12	15	12	13	4	4	890	76	8017	0.089345	0.96416	0.18592	5.0	12476;12388;19294;18759	cd151;ctnnd1;nectin2;prkci	Cd151_82173;Ctnnd1_79111;Nectin2_58538;Prkci_80322	12476(-0.1564);12388(-0.5421);18759(0.0818)	13.16559	10.81753	5.8902	8.483958704700692	11.395287795542636	7.499572822747952	9.596755	7.369330000000001	4.31136	6.7320552233449975	8.248903352713178	5.921977794529662	23.353794999999998	19.7934	8.94498	15.773318339232455	19.858249178779072	14.028252145942078	3.0	25.1371			8.73696;5.8902;25.1371;12.8981	6.09829;4.31136;19.337;8.64037	14.7983;8.94498;44.8834;24.7885	1	3	1	19294	Nectin2_58538	25.1371	25.1371		19.337	19.337		44.8834	44.8834		25.1371	19.337	44.8834	3	12476;12388;18759	Cd151_82173;Ctnnd1_79111;Prkci_80322	9.175086666666667	8.73696	3.524433548037662	6.350006666666666	6.09829	2.1754546318490178	16.17726	14.7983	8.011268907532692	8.73696;5.8902;12.8981	6.09829;4.31136;8.64037	14.7983;8.94498;24.7885	0						Exp 2,2(0.5);Linear,2(0.5)	2.5838979164892284	10.624842643737793	1.9660003185272217	3.6696901321411133	0.7403713483343981	2.494576096534729	4.8513104693933204	21.479869530606678	2.9993408811219027	16.194169118878097	7.8959430275522	38.8116469724478	DOWN	0.25	0.75	0.0	
991	Tight junction interactions	11	29	2	2	2	1	1	1	1	1	1	893	28	8065	0.20088	0.95234	0.35654	3.45	18759	prkci	Prkci_80322	18759(0.0818)	12.8981	12.8981	12.8981		12.8981		8.64037	8.64037	8.64037		8.64037		24.7885	24.7885	24.7885		24.7885						12.8981	8.64037	24.7885	0	1	0															1	18759	Prkci_80322	12.8981	12.8981		8.64037	8.64037		24.7885	24.7885		12.8981	8.64037	24.7885	0						Linear,1(1)	2.7051310539245605	2.7051310539245605	2.7051310539245605	2.7051310539245605	0.0	2.7051310539245605	12.8981	12.8981	8.64037	8.64037	24.7885	24.7885	DOWN	0.0	1.0	0.0	
992	Adherens junction actin cytoskeletal organization	14	28	8	8	4	6	8	6	6	2	2	892	26	8067	0.46281	0.78274	1.0	7.14	12388;19294	ctnnd1;nectin2	Ctnnd1_79111;Nectin2_58538	12388(-0.5421)	15.51365	15.51365	5.8902	13.60961350681936	13.913620525997583	13.420185958832578	11.82418	11.82418	4.31136	10.624731935667834	10.575071475211608	10.476849931701889	26.91419	26.91419	8.94498	25.412300487130242	23.92656439540508	25.058595382457845	0.5	15.51365			5.8902;25.1371	4.31136;19.337	8.94498;44.8834	1	1	1	19294	Nectin2_58538	25.1371	25.1371		19.337	19.337		44.8834	44.8834		25.1371	19.337	44.8834	1	12388	Ctnnd1_79111	5.8902	5.8902		4.31136	4.31136		8.94498	8.94498		5.8902	4.31136	8.94498	0						Exp 2,1(0.5);Linear,1(0.5)	2.6860029725757255	5.635690450668335	1.9660003185272217	3.6696901321411133	1.204690620244828	2.8178452253341675	-3.348311999999998	34.375612	-2.900947199999999	26.549307199999994	-8.305461600000001	62.1338416	CONFLICT	0.5	0.5	0.0	
993	Gap junction activity regulation	3	3	3	3	2	3	3	3	3	2	2	892	1	8092	0.99902	0.027694	0.027694	66.67	21872;20779	tjp1;src	Tjp1_75295,Tjp1_79252;Src_61324	21872(-0.351)	15.935174999999997	15.935174999999997	14.8715	1.5042636109572205	16.247181578947366	1.4380934603276692	9.931525	9.931525	9.78965	0.20064154916163063	9.8899089674824	0.19181564827977082	26.514499999999998	26.514499999999998	24.1279	3.3751620879596715	25.814441334227286	3.2266941052652207	0.0	14.8715	0.0	14.8715	16.998849999999997;14.8715	9.78965;10.0734	24.1279;28.9011	1	2	1	20779	Src_61324	14.8715	14.8715		10.0734	10.0734		28.9011	28.9011		14.8715	10.0734	28.9011	1	21872	Tjp1_75295,Tjp1_79252	16.998849999999997	16.998849999999997		9.78965	9.78965		24.1279	24.1279		16.998849999999997	9.78965	24.1279	0						Exp 2,1(0.34);Hill,1(0.34);Power,1(0.34)	3.2569999292048233	10.55871319770813	1.8442871570587158	4.858766555786133	1.535085691535676	3.8556594848632812	13.850372	18.019977999999995	9.653450000000001	10.2096	21.836764	31.192235999999998	CONFLICT	0.5	0.5	0.0	
994	Electric transmission across gap junctions	3	5	2	2	1	1	2	1	2	1	1	893	4	8089	0.91935	0.40787	0.40787	20.0	14610	gja10	Gja10_57012		37.7615	37.7615	37.7615		37.7615		23.2535	23.2535	23.2535		23.2535		38.5094	38.5094	38.5094		38.5094		0.0	37.7615	0.0	37.7615	37.7615	23.2535	38.5094	1	0	1	14610	Gja10_57012	37.7615	37.7615		23.2535	23.2535		38.5094	38.5094		37.7615	23.2535	38.5094	0															0						Power,1(1)	4.6554131507873535	4.6554131507873535	4.6554131507873535	4.6554131507873535	0.0	4.6554131507873535	37.7615	37.7615	23.2535	23.2535	38.5094	38.5094	UP	1.0	0.0	0.0	
995	Type I hemidesmosome assembly	5	7	2	2	1	2	2	2	2	1	1	893	6	8087	0.85166	0.51988	0.51988	14.29	12476	cd151	Cd151_82173	12476(-0.1564)	8.73696	8.73696	8.73696		8.73696		6.09829	6.09829	6.09829		6.09829		14.7983	14.7983	14.7983		14.7983		0.0	8.73696	0.0	8.73696	8.73696	6.09829	14.7983	0	1	0															1	12476	Cd151_82173	8.73696	8.73696		6.09829	6.09829		14.7983	14.7983		8.73696	6.09829	14.7983	0						Exp 2,1(1)	2.2840211391448975	2.2840211391448975	2.2840211391448975	2.2840211391448975	0.0	2.2840211391448975	8.73696	8.73696	6.09829	6.09829	14.7983	14.7983	DOWN	0.0	1.0	0.0	
