875	Autodegradation of Cdh1 by Cdh1-APC/C	57	58	24	22	7	24	22	22	24	7	7	630	51	8299	0.94935	0.11414	0.18979	12.07	68612;69957;23997;69077;67151;19173;26445	ube2c;cdc16;psmd13;psmd11;psmd9;psmb5;psmb2	Ube2c_73160;Cdc16_71237;Psmd13_74866;Psmd11_71576;Psmd9_29183,Psmd9_71205;Psmb5_71178;Psmb2_56689	68612(-0.4974);23997(0.01333);69077(0.2136)	12.681030714285713	12.7032	2.1572	6.520416234672979	12.809528741576113	6.331951794174854	8.2555285	8.85424	1.31593	4.359707481575732	8.227510832024473	4.215852492860129	26.767350714285715	26.080865	4.30249	13.744985480575096	28.128311242169666	13.390502208767192	1.5	9.1150575	4.5	17.841450000000002	2.1572;12.7032;7.11447;16.3975;11.115645;19.9938;19.2854	1.31593;8.85424;4.21106;11.2173;6.9033695;12.8178;12.469	4.30249;21.8143;18.9369;30.2565;26.080865;44.4083;41.5721	6	2	5	69957;23997;69077;67151;26445	Cdc16_71237;Psmd13_74866;Psmd11_71576;Psmd9_29183,Psmd9_71205;Psmb2_56689	13.323243	12.7032	4.711824928084663	8.7309939	8.85424	3.3143479990619635	27.732132999999997	26.080865	8.846195117955792	12.7032;7.11447;16.3975;11.115645;19.2854	8.85424;4.21106;11.2173;6.9033695;12.469	21.8143;18.9369;30.2565;26.080865;41.5721	2	68612;19173	Ube2c_73160;Psmb5_71178	11.0755	11.0755	12.612380813311976	7.066865	7.066865	8.133050273326116	24.355394999999998	24.355394999999998	28.35909021597925	2.1572;19.9938	1.31593;12.8178	4.30249;44.4083	0						Exp 2,1(0.13);Exp 4,2(0.25);Linear,4(0.5);Poly 2,1(0.13)	2.44954326783917	24.729941248893738	1.550549030303955	10.31065845489502	2.9692011462900294	2.0655155777931213	7.850638769845312	17.51142265872612	5.025812000133612	11.485244999866389	16.584922974663023	36.94977845390841	UP	0.7142857142857143	0.2857142857142857	0.0	
876	Heme degradation	5	5	1	1	0	1	1	1	1	0	0	637	5	8345	0.69234	1.0	1.0	0.0																														0	0	0															0															0																							
877	Chondroitin sulfate/dermatan sulfate degradation	10	13	5	5	1	5	5	5	5	1	1	636	12	8338	0.76593	0.61572	0.61572	7.69	15212	hexb	Hexb_31500	15212(0.2401)	5.28195	5.28195	5.28195		5.28195		3.35875	3.35875	3.35875		3.35875		11.9963	11.9963	11.9963		11.9963		0.0	5.28195			5.28195	3.35875	11.9963	0	1	0															1	15212	Hexb_31500	5.28195	5.28195		3.35875	3.35875		11.9963	11.9963		5.28195	3.35875	11.9963	0						Poly 2,1(1)	1.9807775020599365	1.9807775020599365	1.9807775020599365	1.9807775020599365	0.0	1.9807775020599365	5.28195	5.28195	3.35875	3.35875	11.9963	11.9963	DOWN	0.0	1.0	0.0	
878	Heparan sulfate/heparin glycosaminoglycan (HS-GAG) degradation	15	20	4	4	1	4	3	3	3	0	0	637	20	8330	0.22947	1.0	0.39461	0.0																														0	0	0															0															0																							
879	Proteasome degradation	51	71	18	17	7	18	17	17	18	7	7	630	64	8286	0.87183	0.23656	0.34853	9.86	14972;22190;23997;69077;67151;19173;26445	h2-k1;ubc;psmd13;psmd11;psmd9;psmb5;psmb2	H2-K1_74158;Ubc_56074;Psmd13_74866;Psmd11_71576;Psmd9_29183,Psmd9_71205;Psmb5_71178;Psmb2_56689	14972(-0.2044);23997(0.01333);69077(0.2136)	15.260245000000001	16.3975	7.11447	5.055790853182607	14.255646784158792	5.682935154109323	9.964155642857142	11.2173	4.21106	3.42194698184034	9.209916478291932	3.8262363636790813	32.27166642857143	30.2565	18.9369	10.547744401761415	31.004375309008594	11.771322505650474	2.5	14.5881			12.7787;20.1362;7.11447;16.3975;11.115645;19.9938;19.2854	8.89976;13.2308;4.21106;11.2173;6.9033695;12.8178;12.469	21.9909;42.6561;18.9369;30.2565;26.080865;44.4083;41.5721	7	1	6	14972;22190;23997;69077;67151;26445	H2-K1_74158;Ubc_56074;Psmd13_74866;Psmd11_71576;Psmd9_29183,Psmd9_71205;Psmb2_56689	14.471319166666667	14.5881	5.04430689283911	9.488548250000001	10.058530000000001	3.485909534375834	30.24889416666667	28.1686825	9.956725883552494	12.7787;20.1362;7.11447;16.3975;11.115645;19.2854	8.89976;13.2308;4.21106;11.2173;6.9033695;12.469	21.9909;42.6561;18.9369;30.2565;26.080865;41.5721	1	19173	Psmb5_71178	19.9938	19.9938		12.8178	12.8178		44.4083	44.4083		19.9938	12.8178	44.4083	0						Exp 2,2(0.25);Exp 4,1(0.13);Linear,4(0.5);Poly 2,1(0.13)	2.264011391105535	23.189467310905457	1.550549030303955	10.31065845489502	3.005374554884575	1.86858731508255	11.514862722082647	19.005627277917355	7.429141843049814	12.499169442664472	24.45778802624578	40.08554483089708	UP	0.8571428571428571	0.14285714285714285	0.0	
88	Growth hormone receptor signaling	31	39	10	10	4	10	10	10	10	3	3	634	36	8314	0.70208	0.52915	0.75452	7.69	14600;16367;26395	ghr;irs1;map2k1	Ghr_29091;Irs1_32241;Map2k1_71481	16367(0.3418)	19.546499999999998	19.2923	11.0646	8.611814224076133	15.458726039603961	8.121512654632399	12.241170000000002	12.4724	7.84271	4.287523968294515	10.11849687128713	4.110725172465719	53.32286666666667	41.599	18.1866	42.23670430387927	36.47378653465346	37.461144985209636	0.5	15.178450000000002			11.0646;28.2826;19.2923	7.84271;16.4084;12.4724	18.1866;100.183;41.599	1	2	1	26395	Map2k1_71481	19.2923	19.2923		12.4724	12.4724		41.599	41.599		19.2923	12.4724	41.599	2	14600;16367	Ghr_29091;Irs1_32241	19.6736	19.6736	12.174964558469973	12.125555	12.125555	6.056857484541798	59.1848	59.1848	57.980210472884636	11.0646;28.2826	7.84271;16.4084	18.1866;100.183	0						Linear,3(1)	2.92404148572563	9.365103483200073	1.7977101802825928	4.423573017120361	1.3130711523868588	3.143820285797119	9.801314809456454	29.29168519054355	7.389379890186444	17.092960109813557	5.527536371593115	101.11819696174022	DOWN	0.3333333333333333	0.6666666666666666	0.0	
880	Gap junction degradation	9	9	3	3	1	3	3	3	3	1	1	636	8	8342	0.87034	0.48416	0.48416	11.11	13429	dnm1	Dnm1_69442	13429(-0.1393)	15.2346	15.2346	15.2346		15.2346		10.3275	10.3275	10.3275		10.327500000000002		28.2654	28.2654	28.2654		28.2654		0.0	15.2346	0.0	15.2346	15.2346	10.3275	28.2654	0	1	0															1	13429	Dnm1_69442	15.2346	15.2346		10.3275	10.3275		28.2654	28.2654		15.2346	10.3275	28.2654	0						Linear,1(1)	4.244401931762695	4.244401931762695	4.244401931762695	4.244401931762695	0.0	4.244401931762695	15.2346	15.2346	10.3275	10.3275	28.2654	28.2654	DOWN	0.0	1.0	0.0	
881	APC/C-mediated degradation of cell cycle proteins	77	82	33	31	12	33	29	29	33	12	12	625	70	8280	0.99522	0.012356	0.014698	14.63	68612;69957;27401;18817;12428;12534;22190;23997;69077;67151;19173;26445	ube2c;cdc16;skp2;plk1;ccna2;cdk1;ubc;psmd13;psmd11;psmd9;psmb5;psmb2	Ube2c_73160;Cdc16_71237;AC139209.1_82371;Plk1_29780;Ccna2_65309;Cdk1_76534;Ubc_56074;Psmd13_74866;Psmd11_71576;Psmd9_29183,Psmd9_71205;Psmb5_71178;Psmb2_56689	68612(-0.4974);27401(-0.07102);18817(0.161);12428(-0.3054);12534(-0.7398);23997(0.01333);69077(0.2136)	12.764422083333335	11.909422500000002	2.1572	8.613116835737818	9.70828135097782	7.860798775429149	7.798523208333333	7.8788047500000005	0.865839	4.905513927949646	6.013051056381544	4.985483185816264	26.170952916666664	23.9475825	4.30249	16.535118446017538	21.269995540277925	15.821774756520512	3.5	8.41463	7.5	17.841450000000002	2.1572;12.7032;9.71479;2.3586;2.55656;29.6397;20.1362;7.11447;16.3975;11.115645;19.9938;19.2854	1.31593;8.85424;6.73487;0.865839;1.55247;13.4096;13.2308;4.21106;11.2173;6.9033695;12.8178;12.469	4.30249;21.8143;16.5361;8.69198;5.1024;53.6934;42.6561;18.9369;30.2565;26.080865;44.4083;41.5721	7	6	6	69957;22190;23997;69077;67151;26445	Cdc16_71237;Ubc_56074;Psmd13_74866;Psmd11_71576;Psmd9_29183,Psmd9_71205;Psmb2_56689	14.458735833333334	14.550350000000002	5.049465236007097	9.480961583333334	10.03577	3.487496420553722	30.219460833333333	28.1686825	9.986237176975328	12.7032;20.1362;7.11447;16.3975;11.115645;19.2854	8.85424;13.2308;4.21106;11.2173;6.9033695;12.469	21.8143;42.6561;18.9369;30.2565;26.080865;41.5721	6	68612;27401;18817;12428;12534;19173	Ube2c_73160;AC139209.1_82371;Plk1_29780;Ccna2_65309;Cdk1_76534;Psmb5_71178	11.070108333333335	6.135675000000001	11.4377420239948	6.116084833333333	4.14367	5.8296550982959685	22.122445	12.61404	21.50442699200492	2.1572;9.71479;2.3586;2.55656;29.6397;19.9938	1.31593;6.73487;0.865839;1.55247;13.4096;12.8178	4.30249;16.5361;8.69198;5.1024;53.6934;44.4083	0						Exp 2,3(0.24);Exp 4,4(0.31);Linear,4(0.31);Poly 2,1(0.08);Power,1(0.08)	2.244421059548965	35.04824101924896	1.5144460201263428	10.31065845489502	2.3803510225183984	1.8567662239074707	7.891092466131903	17.637751700534764	5.022967417254449	10.574078999412215	16.815328932493905	35.52657690083942	CONFLICT	0.5	0.5	0.0	
882	Keratan sulfate degradation	7	10	3	3	2	3	3	3	3	2	2	635	8	8342	0.9708	0.15477	0.15477	20.0	27047;15212	omd;hexb	Omd_75393;Hexb_31500	15212(0.2401)	5.98207	5.98207	5.28195	0.9901191992886496	6.1080974077146415	0.9739456934600922	3.732945	3.732945	3.35875	0.5291916439722022	3.8003032040647033	0.5205473472609007	12.701550000000001	12.701550000000001	11.9963	0.9973741148636169	12.828500850269599	0.9810821006580671	0.0	5.28195	0.0	5.28195	6.68219;5.28195	4.10714;3.35875	13.4068;11.9963	0	2	0															2	27047;15212	Omd_75393;Hexb_31500	5.98207	5.98207	0.9901191992886496	3.732945	3.732945	0.5291916439722022	12.701550000000001	12.701550000000001	0.9973741148636169	6.68219;5.28195	4.10714;3.35875	13.4068;11.9963	0						Exp 2,1(0.5);Poly 2,1(0.5)	3.619276182448896	8.593918085098267	1.9807775020599365	6.61314058303833	3.2755753474780303	4.296959042549133	4.6098348	7.354305200000001	2.9995228	4.4663672000000005	11.31926	14.083840000000002	DOWN	0.0	1.0	0.0	
883	Ubiquitin-mediated degradation of phosphorylated Cdc25A	56	63	27	26	7	27	26	26	27	7	7	630	56	8294	0.92448	0.15653	0.21249	11.11	12530;22190;23997;69077;67151;19173;26445	cdc25a;ubc;psmd13;psmd11;psmd9;psmb5;psmb2	Cdc25a_32088;Ubc_56074;Psmd13_74866;Psmd11_71576;Psmd9_29183,Psmd9_71205;Psmb5_71178;Psmb2_56689	12530(-0.2188);23997(0.01333);69077(0.2136)	14.356203571428571	16.3975	6.45041	6.042905174871541	13.523215903683285	6.4843812667144665	9.194464214285714	11.2173	3.51192	4.215245333292514	8.535687002910722	4.441698689533314	30.10882785714286	30.2565	6.85103	13.995826610467924	29.545077224297714	14.612790044959894	2.5	13.7565725	5.5	20.064999999999998	6.45041;20.1362;7.11447;16.3975;11.115645;19.9938;19.2854	3.51192;13.2308;4.21106;11.2173;6.9033695;12.8178;12.469	6.85103;42.6561;18.9369;30.2565;26.080865;44.4083;41.5721	6	2	5	22190;23997;69077;67151;26445	Ubc_56074;Psmd13_74866;Psmd11_71576;Psmd9_29183,Psmd9_71205;Psmb2_56689	14.809843	16.3975	5.562985002983558	9.6063059	11.2173	3.8839998868838825	31.900493	30.2565	10.171634460756309	20.1362;7.11447;16.3975;11.115645;19.2854	13.2308;4.21106;11.2173;6.9033695;12.469	42.6561;18.9369;30.2565;26.080865;41.5721	2	12530;19173	Cdc25a_32088;Psmb5_71178	13.222104999999999	13.222104999999999	9.576622909254082	8.164860000000001	8.164860000000001	6.58025085290827	25.629665	25.629665	26.55700029985408	6.45041;19.9938	3.51192;12.8178	6.85103;44.4083	0						Exp 2,2(0.25);Exp 4,1(0.13);Exp 5,1(0.13);Linear,3(0.38);Poly 2,1(0.13)	2.37262392393883	24.15376603603363	1.550549030303955	10.31065845489502	2.988988184362533	1.86858731508255	9.879556770493064	18.832850372364078	6.071766771520794	12.317161657050631	19.74057440800096	40.47708130628475	UP	0.7142857142857143	0.2857142857142857	0.0	
884	APC/C- and Cdc20-mediated degradation of Nek2A	24	25	9	8	4	9	8	8	9	4	4	633	21	8329	0.97141	0.09669	0.09669	16.0	68612;69957;12534;22190	ube2c;cdc16;cdk1;ubc	Ube2c_73160;Cdc16_71237;Cdk1_76534;Ubc_56074	68612(-0.4974);12534(-0.7398)	16.159075	16.4197	2.1572	11.626698430587822	14.731072257747172	9.49583544221435	9.2026425	11.04252	1.31593	5.6641022416406255	9.131727269060503	5.012814817327444	30.6165725	32.2352	4.30249	21.965132436576805	27.974241718642403	18.787777947065464	0.5	7.4302	1.5	16.4197	2.1572;12.7032;29.6397;20.1362	1.31593;8.85424;13.4096;13.2308	4.30249;21.8143;53.6934;42.6561	2	2	2	69957;22190	Cdc16_71237;Ubc_56074	16.4197	16.4197	5.25592470455961	11.04252	11.04252	3.0946952542698	32.2352	32.2352	14.737378112133781	12.7032;20.1362	8.85424;13.2308	21.8143;42.6561	2	68612;12534	Ube2c_73160;Cdk1_76534	15.89845	15.89845	19.43306211395929	7.362765	7.362765	8.551516066432313	28.997944999999998	28.997944999999998	34.92464738997446	2.1572;29.6397	1.31593;13.4096	4.30249;53.6934	0						Exp 2,1(0.25);Exp 4,1(0.25);Linear,1(0.25);Power,1(0.25)	2.1352738985199498	8.888736486434937	1.5144460201263428	3.2257354259490967	0.7408066536413267	2.0742775201797485	4.764910538023935	27.55323946197607	3.6518223031921897	14.753462696807809	9.09074271215474	52.14240228784526	CONFLICT	0.5	0.5	0.0	
885	Cell-cell communication	78	124	28	27	6	28	27	27	28	6	6	631	118	8232	0.21483	0.88172	0.4778	4.84	56513;50791;110829;192176;26416;14083	pard6a;magi2;lims1;flna;mapk14;ptk2	Pard6a_62401;Magi2_70005;Lims1_72764;Flna_73227;Mapk14_31848;Ptk2_31747	50791(0.05626);110829(0.09204);192176(-0.8349);14083(-0.4945)	11.412295	9.91826	2.25648	9.64301963004898	10.898732080565372	7.431866606318132	7.542938333333333	6.466875	1.14207	6.878674175895866	7.2110086388692585	5.338610506209839	20.117428333333333	19.25305	6.00075	14.046522742985779	19.894530713780924	12.0411509864216					16.0337;2.25648;14.9011;4.93542;26.9493;3.39777	10.7705;1.14207;10.1395;2.79425;18.6235;1.78781	30.5604;6.00075;27.3476;11.1585;39.1137;6.52362	3	3	3	56513;110829;192176	Pard6a_62401;Lims1_72764;Flna_73227	11.956740000000002	14.9011	6.106954772781602	7.901416666666667	10.1395	4.434174530939589	23.022166666666667	27.3476	10.39906058465539	16.0337;14.9011;4.93542	10.7705;10.1395;2.79425	30.5604;27.3476;11.1585	3	50791;26416;14083	Magi2_70005;Mapk14_31848;Ptk2_31747	10.867849999999999	3.39777	13.9386301799316	7.1844600000000005	1.78781	9.911759285217736	17.21269	6.52362	18.9686327268019	2.25648;26.9493;3.39777	1.14207;18.6235;1.78781	6.00075;39.1137;6.52362	0						Exp 4,2(0.34);Exp 5,1(0.17);Hill,1(0.17);Linear,2(0.34)	2.000499373338628	13.061198711395264	1.5412369966506958	4.526625156402588	1.1630990524213334	1.7148035168647766	3.6962722934011394	19.12831770659886	2.0388526663172106	13.047024000349456	8.877869295633335	31.356987371033338	CONFLICT	0.5	0.5	0.0	
886	EGFR downregulation	21	24	11	10	4	11	9	9	11	4	4	633	20	8330	0.97576	0.085794	0.085794	16.67	15239;58194;13649;22190	hgs;sh3kbp1;egfr;ubc	Hgs_70026;Sh3kbp1_72915;Egfr_66734;Ubc_56074	58194(0.4394);13649(0.4645)	9.481633500000001	8.724885	0.340564	9.717685657907563	10.93991454322132	8.764728191095498	6.24424225	5.78366	0.178849	6.627002993622903	7.371569693279259	6.044570254222832	19.35175775	16.9547	0.841531	19.164894518843745	21.039220568597912	16.686664050350757	0.5	1.271667	1.5	8.724885	15.247;0.340564;2.20277;20.1362	10.5652;0.178849;1.00212;13.2308	27.0707;0.841531;6.8387;42.6561	3	1	3	15239;58194;22190	Hgs_70026;Sh3kbp1_72915;Ubc_56074	11.907921333333334	15.247	10.311589883124974	7.991616333333333	10.5652	6.896075397905707	23.522777	27.0707	21.131856600270293	15.247;0.340564;20.1362	10.5652;0.178849;13.2308	27.0707;0.841531;42.6561	1	13649	Egfr_66734	2.20277	2.20277		1.00212	1.00212		6.8387	6.8387		2.20277	1.00212	6.8387	0						Exp 2,2(0.5);Exp 4,2(0.5)	1.7642419283178454	7.07723593711853	1.5445798635482788	1.8567662239074707	0.1500823529399742	1.8379449248313904	-0.04169844474941087	19.004965444749413	-0.25022068375044526	12.738705183750445	0.5701611215331361	38.13335437846686	UP	0.75	0.25	0.0	
887	Interleukin-1 processing	4	7	3	3	1	3	3	3	3	1	1	636	6	8344	0.91698	0.40238	0.40238	14.29	16173	il18	Il18_31667		1.6167	1.6167	1.6167		1.6167		0.941955	0.941955	0.941955		0.941955		3.33544	3.33544	3.33544		3.33544		0.0	1.6167	0.0	1.6167	1.6167	0.941955	3.33544	0	1	0															1	16173	Il18_31667	1.6167	1.6167		0.941955	0.941955		3.33544	3.33544		1.6167	0.941955	3.33544	0						Exp 4,1(1)	6.094128608703613	6.094128608703613	6.094128608703613	6.094128608703613	0.0	6.094128608703613	1.6167	1.6167	0.941955	0.941955	3.33544	3.33544	DOWN	0.0	1.0	0.0	
888	Regulation of transcription by NOTCH1 intracellular domain	38	43	15	14	6	15	14	14	15	5	5	632	38	8312	0.9192	0.18625	0.2283	11.63	21887;81004;20602;51813;22190	tle3;tbl1xr1;ncor2;ccnc;ubc	Tle3_80113;Tbl1xr1_67830;Ncor2_29294,Ncor2_31924;Ccnc_32038;Ubc_56074	21887(0.1699);81004(-0.363);20602(0.2191)	15.599799999999998	14.24837	1.63893	10.380270862215013	14.434787513788148	10.253611952005548	9.5194574	8.85364	0.805907	5.855660840967806	8.779523614734098	5.951526054640512	31.46012	35.53725	4.48985	19.123048150223067	30.636593343249654	19.188827404664526	1.5	13.207435	3.5	24.9726	29.809;12.1665;14.24837;1.63893;20.1362	16.2872;8.41974;8.85364;0.805907;13.2308	53.5103;21.1071;35.53725;4.48985;42.6561	1	5	1	22190	Ubc_56074	20.1362	20.1362		13.2308	13.2308		42.6561	42.6561		20.1362	13.2308	42.6561	4	21887;81004;20602;51813	Tle3_80113;Tbl1xr1_67830;Ncor2_29294,Ncor2_31924;Ccnc_32038	14.4657	13.207435	11.622914673061429	8.59162175	8.63669	6.322907444879999	28.661125	28.322175	20.86525358918107	29.809;12.1665;14.24837;1.63893	16.2872;8.41974;8.85364;0.805907	53.5103;21.1071;35.53725;4.48985	0						Exp 2,2(0.34);Exp 3,1(0.17);Exp 4,1(0.17);Linear,1(0.17);Poly 2,1(0.17)	1.9196592627185682	11.685726881027222	1.6102114915847778	2.6757102012634277	0.3843548317296941	1.8542418479919434	6.501091421072935	24.69850857892706	4.386744368113661	14.65217043188634	14.69802924444705	48.22221075555296	DOWN	0.2	0.8	0.0	
889	Rho GTPase cycle	93	120	29	29	8	28	24	23	28	8	8	629	112	8238	0.51937	0.62362	1.0	6.67	239027;269608;214137;320634;69993;102098;16800;243362	arhgap22;plekhg5;arhgap29;ocrl;chn2;arhgef18;arhgef2;stard13	Arhgap22_63220;Plekhg5_61243;Arhgap29_74926;Ocrl_72161;Chn2_31966;Arhgef18_64375;Arhgef2_72887;Stard13_69174	214137(0.4647);69993(0.2191);243362(-0.08922)	14.260894125	13.5456	0.244263	11.808365814661066	13.92731089841097	11.901000924734356	9.194977875	9.318235	0.154763	7.275623018106941	8.85388884523971	7.4062236690689325	24.62712975	24.2236	0.456038	16.6828998802913	24.45816709018063	16.25028448357846	5.0	17.2524			0.244263;17.2524;3.60018;18.3442;38.7624;15.6755;11.4157;8.79251	0.154763;11.4263;1.83594;11.4606;23.7819;10.5732;8.06327;6.26385	0.456038;34.3456;9.2781;41.6989;48.6375;29.5146;18.9326;14.1537	3	5	3	239027;69993;16800	Arhgap22_63220;Chn2_31966;Arhgef2_72887	16.807454333333332	11.4157	19.81703763383812	10.666644333333332	8.06327	12.02678548672863	22.675379333333336	18.9326	24.307809814293872	0.244263;38.7624;11.4157	0.154763;23.7819;8.06327	0.456038;48.6375;18.9326	5	269608;214137;320634;102098;243362	Plekhg5_61243;Arhgap29_74926;Ocrl_72161;Arhgef18_64375;Stard13_69174	12.732958	15.6755	6.314758717355714	8.311978	10.5732	4.208914451306894	25.798180000000002	29.5146	13.676713973648788	17.2524;3.60018;18.3442;15.6755;8.79251	11.4263;1.83594;11.4606;10.5732;6.26385	34.3456;9.2781;41.6989;29.5146;14.1537	0						Exp 2,2(0.25);Exp 4,2(0.25);Linear,3(0.38);Poly 2,1(0.13)	2.343827147688747	19.760114192962646	1.5870709419250488	4.128443717956543	0.9137421646036599	2.1784497499465942	6.078114093567315	22.443674156432685	4.153228349008853	14.236727400991146	13.06646994749399	36.18778955250601	DOWN	0.375	0.625	0.0	
89	Inhibition of cellular proliferation by Gleevec	22	24	9	9	3	9	9	9	9	2	2	635	22	8328	0.76016	0.51538	0.68626	8.33	16476;26395	jun;map2k1	Jun_29880,Jun_77116;Map2k1_71481		18.703375	18.703375	18.11445	0.8328657222205842	18.45888123223335	0.7577010665800347	11.993675	11.993675	11.514949999999999	0.6770193876470583	11.794931053021875	0.6159195875510848	32.14825	32.14825	22.697499999999998	13.365378824597528	28.2247461994809	12.15917706835557	0.5	18.703375			18.11445;19.2923	11.514949999999999;12.4724	22.697499999999998;41.599	3	0	2	16476;26395	Jun_29880,Jun_77116;Map2k1_71481	18.703375	18.703375	0.8328657222205842	11.993675	11.993675	0.6770193876470583	32.14825	32.14825	13.365378824597528	18.11445;19.2923	11.514949999999999;12.4724	22.697499999999998;41.599	0															0						Hill,1(0.34);Linear,2(0.67)	6.9755815048773915	29.228057384490967	3.143820285797119	20.92448616027832	9.736040707525383	5.159750938415527	17.549082000000002	19.857668	11.055373999999999	12.931976	13.624780000000001	50.67171999999999	UP	1.0	0.0	0.0	
890	Axon guidance	206	318	87	86	24	85	84	82	84	22	22	615	296	8054	0.50833	0.58041	1.0	6.92	13639;244058;110876;77579;53321;11658;54446;13838;13845;13642;56705;14679;13429;14677;12834;13649;76499;12534;11350;14083;26395;330662	efna4;rgma;scn2a;myh10;cntnap1;alcam;nfat5;epha4;ephb3;efnb2;ranbp9;gnai3;dnm1;gnai1;col6a2;egfr;clasp2;cdk1;abl1;ptk2;map2k1;dock1	Efna4_70922;Rgma_63506;Scn2a_69840;Myh10_78907;Cntnap1_57738;Alcam_79961;Nfat5_77339;Epha4_78869;Ephb3_65807;Efnb2_61333;Ranbp9_64382;Gnai3_60072;Dnm1_69442;Gnai1_31395;Col6a2_31834;Egfr_66734;Clasp2_66847;Cdk1_76534;Abl1_71120;Ptk2_31747;Map2k1_71481;Dock1_73668	11658(0.1599);54446(0.4779);13838(0.4541);56705(-0.04445);13429(-0.1393);12834(0.2487);13649(0.4645);12534(-0.7398);11350(-0.2314);14083(-0.4945)	10.35659381818182	6.801505000000001	0.768764	8.893092425485168	9.389060726068507	7.483060228693876	6.100063454545454	4.70864	0.431095	5.113720552361943	5.715767618428542	4.403227466738071	22.97845636363636	12.429300000000001	1.68162	22.479603382601358	18.90965810048639	16.600771254441977	14.5	14.652750000000001			13.2917;4.66979;14.0709;8.32207;1.93709;5.28094;27.736;3.12848;2.76496;2.60806;0.768764;16.9354;15.2346;1.09904;17.8178;2.20277;4.34663;29.6397;21.7009;3.39777;19.2923;11.5994	7.98506;2.5058;8.35597;6.04833;0.520977;3.36895;15.9105;1.21717;1.78519;1.32981;0.431095;11.258;10.3275;0.776234;11.5564;1.00212;2.13815;13.4096;12.0031;1.78781;12.4724;8.01123	29.8537;11.1061;32.6056;12.8551;7.42642;11.6417;98.5718;10.4728;5.10501;6.07665;1.68162;33.3256;28.2654;1.75712;37.2886;6.8387;12.0035;53.6934;36.7131;6.52362;41.599;20.1215	3	19	3	56705;76499;26395	Ranbp9_64382;Clasp2_66847;Map2k1_71481	8.135898	4.34663	9.82594832409025	5.013881666666667	2.13815	6.51541487472274	18.42804	12.0035	20.719684895644527	0.768764;4.34663;19.2923	0.431095;2.13815;12.4724	1.68162;12.0035;41.599	19	13639;244058;110876;77579;53321;11658;54446;13838;13845;13642;14679;13429;14677;12834;13649;12534;11350;14083;330662	Efna4_70922;Rgma_63506;Scn2a_69840;Myh10_78907;Cntnap1_57738;Alcam_79961;Nfat5_77339;Epha4_78869;Ephb3_65807;Efnb2_61333;Gnai3_60072;Dnm1_69442;Gnai1_31395;Col6a2_31834;Egfr_66734;Cdk1_76534;Abl1_71120;Ptk2_31747;Dock1_73668	10.70723	8.32207	8.977131412213174	6.271565842105264	6.04833	5.056093203707101	23.696943157894736	12.8551	23.191768342364746	13.2917;4.66979;14.0709;8.32207;1.93709;5.28094;27.736;3.12848;2.76496;2.60806;16.9354;15.2346;1.09904;17.8178;2.20277;29.6397;21.7009;3.39777;11.5994	7.98506;2.5058;8.35597;6.04833;0.520977;3.36895;15.9105;1.21717;1.78519;1.32981;11.258;10.3275;0.776234;11.5564;1.00212;13.4096;12.0031;1.78781;8.01123	29.8537;11.1061;32.6056;12.8551;7.42642;11.6417;98.5718;10.4728;5.10501;6.07665;33.3256;28.2654;1.75712;37.2886;6.8387;53.6934;36.7131;6.52362;20.1215	0						Exp 2,5(0.23);Exp 3,1(0.05);Exp 4,9(0.41);Exp 5,1(0.05);Linear,4(0.19);Poly 2,1(0.05);Power,1(0.05)	2.376510377966493	56.24789607524872	1.5073484182357788	4.25211763381958	1.020281419822323	2.1501463651657104	6.64040701375084	14.072780622612798	3.9631756399337448	8.236951269157162	13.584827976297563	32.37208475097516	DOWN	0.13636363636363635	0.8636363636363636	0.0	
